,time,attention,score,best_time
0,-0.19999999999999996,exo,0.5120435700286448,1.5699999999999998
1,-0.19499999999999995,exo,0.5161382481531734,1.5699999999999998
2,-0.18999999999999995,exo,0.5625776420925674,1.5699999999999998
3,-0.18500000000000005,exo,0.5016685511834765,1.5699999999999998
4,-0.18000000000000005,exo,0.5468200663349916,1.5699999999999998
5,-0.17500000000000004,exo,0.5041685511834766,1.5699999999999998
6,-0.17000000000000004,exo,0.5099261269410522,1.5699999999999998
7,-0.16500000000000004,exo,0.550153399668325,1.5699999999999998
8,-0.16000000000000003,exo,0.5011344791195538,1.5699999999999998
9,-0.15500000000000003,exo,0.506816297301372,1.5699999999999998
10,-0.15000000000000002,exo,0.5176496306347054,1.5699999999999998
11,-0.14500000000000002,exo,0.5223466003316751,1.5699999999999998
12,-0.14,exo,0.5147746117895371,1.5699999999999998
13,-0.135,exo,0.5156079451228704,1.5699999999999998
14,-0.13,exo,0.5211344791195538,1.5699999999999998
15,-0.125,exo,0.5249981154831901,1.5699999999999998
16,-0.12,exo,0.5282594602743856,1.5699999999999998
17,-0.11499999999999999,exo,0.5108352178501432,1.5699999999999998
18,-0.10999999999999999,exo,0.5684109754259008,1.5699999999999998
19,-0.10499999999999998,exo,0.542653399668325,1.5699999999999998
20,-0.09999999999999998,exo,0.5258352178501432,1.5699999999999998
21,-0.09499999999999997,exo,0.5312140057289311,1.5699999999999998
22,-0.08999999999999997,exo,0.514092793607719,1.5699999999999998
23,-0.08499999999999996,exo,0.5573503693652947,1.5699999999999998
24,-0.07999999999999996,exo,0.5149261269410523,1.5699999999999998
25,-0.07499999999999996,exo,0.5520473390622643,1.5699999999999998
26,-0.06999999999999995,exo,0.514092793607719,1.5699999999999998
27,-0.06499999999999995,exo,0.516214005728931,1.5699999999999998
28,-0.06000000000000005,exo,0.5024261269410523,1.5699999999999998
29,-0.05500000000000005,exo,0.5099981154831901,1.5699999999999998
30,-0.050000000000000044,exo,0.5025738730589476,1.5699999999999998
31,-0.04500000000000004,exo,0.528183702698628,1.5699999999999998
32,-0.040000000000000036,exo,0.5276533996683249,1.5699999999999998
33,-0.03500000000000003,exo,0.5243958239107492,1.5699999999999998
34,-0.030000000000000027,exo,0.5015927936077189,1.5699999999999998
35,-0.025000000000000022,exo,0.551285994271069,1.5699999999999998
