channel,attention,cued_side,timepoint,erp,time
Oz,0,0,89,-7.743593180654441e-07,0.345
Iz,0,0,89,-7.904966294876577e-07,0.345
O2,0,0,90,-1.0708958701389033e-06,0.35
PO4,0,0,90,-4.174582954929304e-07,0.35
P4,0,0,90,-8.617719868317505e-07,0.35
P6,0,0,90,-1.639446973910897e-06,0.35
P2,0,0,90,4.0252720547549345e-07,0.35
P1,0,0,90,5.327718245273781e-07,0.35
P3,0,0,90,8.508599651805505e-07,0.35
P5,0,0,90,-5.857773114253892e-08,0.35
PO3,0,0,90,8.234490194492081e-07,0.35
O1,0,0,90,-2.920839918962674e-07,0.35
Pz,0,0,90,6.905549040069898e-07,0.35
POz,0,0,90,5.174275085717303e-07,0.35
Oz,0,0,90,-4.6834255753753784e-07,0.35
Iz,0,0,90,-4.3603228768568186e-07,0.35
O2,0,0,91,-2.1191937798169044e-06,0.355
PO4,0,0,91,-1.1957880329338062e-06,0.355
P4,0,0,91,-1.1881500694612164e-06,0.355
P6,0,0,91,-1.851458350667212e-06,0.355
P2,0,0,91,-4.2719282219364134e-08,0.355
P1,0,0,91,1.1510653084023617e-07,0.355
P3,0,0,91,8.347019669046574e-07,0.355
P5,0,0,91,-5.20858557968618e-07,0.355
PO3,0,0,91,3.6601029645092704e-07,0.355
O1,0,0,91,-7.990090847629669e-07,0.355
Pz,0,0,91,2.3284888805402812e-07,0.355
POz,0,0,91,5.319956678695244e-08,0.355
Oz,0,0,91,-1.2621633120543957e-06,0.355
Iz,0,0,91,-1.3213204776649562e-06,0.355
O2,0,0,92,-2.264917616906027e-06,0.36
PO4,0,0,92,-1.14041556263581e-06,0.36
P4,0,0,92,-8.982756201971542e-07,0.36
P6,0,0,92,-1.3793987114450484e-06,0.36
P2,0,0,92,3.375584277791225e-08,0.36
P1,0,0,92,2.8067269519554557e-07,0.36
P3,0,0,92,7.223375473622066e-07,0.36
P5,0,0,92,-1.0202217030636218e-06,0.36
PO3,0,0,92,2.7885687180149887e-07,0.36
O1,0,0,92,-1.4780645863449274e-06,0.36
Pz,0,0,92,2.7847331977690365e-07,0.36
POz,0,0,92,3.274137713596685e-08,0.36
Oz,0,0,92,-1.750257939282799e-06,0.36
Iz,0,0,92,-1.7206923707444619e-06,0.36
O2,0,0,93,-2.3016971726604877e-06,0.365
PO4,0,0,93,-7.283819844390877e-07,0.365
P4,0,0,93,-6.852087916337173e-07,0.365
P6,0,0,93,-1.3809108244482237e-06,0.365
P2,0,0,93,2.3286534285791445e-07,0.365
P1,0,0,93,3.022529614751587e-07,0.365
P3,0,0,93,6.041486512322549e-07,0.365
P5,0,0,93,-1.4499650412936551e-06,0.365
PO3,0,0,93,3.9067538276887206e-07,0.365
O1,0,0,93,-1.7510718210512713e-06,0.365
Pz,0,0,93,4.57080458365358e-07,0.365
POz,0,0,93,3.207958617117249e-07,0.365
Oz,0,0,93,-2.1062939132216053e-06,0.365
Iz,0,0,93,-1.9912894611168826e-06,0.365
O2,0,0,94,-1.721778207028164e-06,0.37
PO4,0,0,94,-3.2269633898421295e-07,0.37
P4,0,0,94,-2.6957733081842384e-07,0.37
P6,0,0,94,-8.302037739879129e-07,0.37
P2,0,0,94,4.477410749881387e-07,0.37
P1,0,0,94,4.99266310178776e-07,0.37
P3,0,0,94,4.515987724257029e-07,0.37
P5,0,0,94,-1.4962850646594943e-06,0.37
PO3,0,0,94,5.970708209273871e-07,0.37
O1,0,0,94,-1.4792731205152384e-06,0.37
Pz,0,0,94,6.057551511308954e-07,0.37
POz,0,0,94,4.850810813078933e-07,0.37
Oz,0,0,94,-1.7249456645843096e-06,0.37
Iz,0,0,94,-1.6410735203519987e-06,0.37
O2,0,0,95,-1.932052281331931e-06,0.375
PO4,0,0,95,-3.76783575533126e-07,0.375
P4,0,0,95,-1.5972765037460645e-07,0.375
P6,0,0,95,-8.702438078928005e-07,0.375
P2,0,0,95,6.370250569654078e-07,0.375
P1,0,0,95,7.437952404803718e-07,0.375
P3,0,0,95,1.0603347132666837e-06,0.375
P5,0,0,95,-5.25641208336829e-07,0.375
PO3,0,0,95,8.754661743680857e-07,0.375
O1,0,0,95,-1.2790907263529298e-06,0.375
Pz,0,0,95,8.484614575272608e-07,0.375
POz,0,0,95,7.611880916925902e-07,0.375
Oz,0,0,95,-1.7054121139604282e-06,0.375
Iz,0,0,95,-1.7702426989008033e-06,0.375
O2,0,0,96,-1.583748388996216e-06,0.38
PO4,0,0,96,1.1092984074720488e-07,0.38
P4,0,0,96,1.3628754500658274e-07,0.38
P6,0,0,96,-5.995029112279636e-07,0.38
P2,0,0,96,9.018008132608019e-07,0.38
P1,0,0,96,1.0942542879663866e-06,0.38
P3,0,0,96,1.4777322573496282e-06,0.38
P5,0,0,96,-7.415653992868252e-07,0.38
PO3,0,0,96,1.1703234110416757e-06,0.38
O1,0,0,96,-1.1393127671488337e-06,0.38
Pz,0,0,96,1.0948141471681516e-06,0.38
POz,0,0,96,9.377683758419219e-07,0.38
Oz,0,0,96,-1.515690524181404e-06,0.38
Iz,0,0,96,-1.5994750804808086e-06,0.38
O2,0,0,97,-1.1690169550302665e-06,0.385
PO4,0,0,97,2.2868675955614726e-07,0.385
P4,0,0,97,1.827829530146059e-07,0.385
P6,0,0,97,-6.440172009728037e-07,0.385
P2,0,0,97,1.1814530946695854e-06,0.385
P1,0,0,97,1.372212996313237e-06,0.385
P3,0,0,97,1.796068315992031e-06,0.385
P5,0,0,97,1.3585677667336928e-07,0.385
PO3,0,0,97,1.3551885785283485e-06,0.385
O1,0,0,97,-1.3196766045729625e-08,0.385
Pz,0,0,97,1.3100262733219243e-06,0.385
POz,0,0,97,1.288272829812191e-06,0.385
Oz,0,0,97,-9.662580855747585e-07,0.385
Iz,0,0,97,-9.808970659612406e-07,0.385
O2,0,0,98,-1.6024494655764884e-06,0.39
PO4,0,0,98,-1.4854126293386852e-07,0.39
P4,0,0,98,-2.258723757791626e-07,0.39
P6,0,0,98,-8.915776691604893e-07,0.39
P2,0,0,98,9.44020368618709e-07,0.39
P1,0,0,98,1.0789933326586307e-06,0.39
P3,0,0,98,1.451583213549605e-06,0.39
P5,0,0,98,1.5228928738755405e-07,0.39
PO3,0,0,98,1.1006397590683357e-06,0.39
O1,0,0,98,-4.164711505592579e-07,0.39
Pz,0,0,98,1.1252043429428672e-06,0.39
POz,0,0,98,9.734279190806287e-07,0.39
Oz,0,0,98,-1.3437491574110632e-06,0.39
Iz,0,0,98,-1.3239578857134008e-06,0.39
O2,0,0,99,-6.150636234749525e-07,0.395
PO4,0,0,99,6.541558831181892e-07,0.395
P4,0,0,99,3.007709153073212e-07,0.395
P6,0,0,99,-5.103244968257784e-07,0.395
P2,0,0,99,1.4172915638594468e-06,0.395
P1,0,0,99,1.4861948807887902e-06,0.395
P3,0,0,99,1.9064643499306284e-06,0.395
P5,0,0,99,3.7662448253259515e-07,0.395
PO3,0,0,99,1.6950270383911898e-06,0.395
O1,0,0,99,4.263484208656173e-07,0.395
Pz,0,0,99,1.611825760430653e-06,0.395
POz,0,0,99,1.4792861640375197e-06,0.395
Oz,0,0,99,-5.312281842762916e-07,0.395
Iz,0,0,99,-5.966429307296065e-07,0.395
O2,0,0,100,-6.702372766886252e-07,0.4
PO4,0,0,100,7.351756414013333e-07,0.4
P4,0,0,100,2.3479132218369085e-07,0.4
P6,0,0,100,-5.789979154020404e-07,0.4
P2,0,0,100,1.4242467338572838e-06,0.4
P1,0,0,100,1.4914729605179782e-06,0.4
P3,0,0,100,1.9656976139035853e-06,0.4
P5,0,0,100,8.00787473605573e-07,0.4
PO3,0,0,100,1.5965601249831843e-06,0.4
O1,0,0,100,7.080646965312083e-07,0.4
Pz,0,0,100,1.4754940124657351e-06,0.4
POz,0,0,100,1.465444307960004e-06,0.4
Oz,0,0,100,-6.273201297149249e-07,0.4
Iz,0,0,100,-5.905613489982581e-07,0.4
O2,0,0,101,-8.634515920376915e-07,0.405
PO4,0,0,101,3.2471233056655327e-07,0.405
P4,0,0,101,-1.302485652288201e-07,0.405
P6,0,0,101,-8.877361820118109e-07,0.405
P2,0,0,101,1.0785473486161368e-06,0.405
P1,0,0,101,1.1776260459105855e-06,0.405
P3,0,0,101,2.0660014646876205e-06,0.405
P5,0,0,101,9.246635669848263e-07,0.405
PO3,0,0,101,1.3411881318749126e-06,0.405
O1,0,0,101,5.770093598664859e-07,0.405
Pz,0,0,101,1.2370029722981903e-06,0.405
POz,0,0,101,1.1521502052975257e-06,0.405
Oz,0,0,101,-4.908853252094422e-07,0.405
Iz,0,0,101,-5.8703658895191e-07,0.405
O2,0,0,102,-6.993581350423448e-07,0.41000000000000003
PO4,0,0,102,4.662906008393743e-07,0.41000000000000003
P4,0,0,102,-1.9433624326863086e-08,0.41000000000000003
P6,0,0,102,-4.831687145649197e-07,0.41000000000000003
P2,0,0,102,9.940293805164718e-07,0.41000000000000003
P1,0,0,102,1.0828647762597881e-06,0.41000000000000003
P3,0,0,102,1.8468319231238935e-06,0.41000000000000003
P5,0,0,102,7.65051170936473e-07,0.41000000000000003
PO3,0,0,102,1.1985705265107084e-06,0.41000000000000003
O1,0,0,102,5.455696722634775e-07,0.41000000000000003
Pz,0,0,102,1.1001390830198503e-06,0.41000000000000003
POz,0,0,102,1.0283858645384632e-06,0.41000000000000003
Oz,0,0,102,-3.4597341215399113e-07,0.41000000000000003
Iz,0,0,102,-4.654406171586406e-07,0.41000000000000003
O2,0,0,103,-2.133863638186599e-07,0.41500000000000004
PO4,0,0,103,6.716722054242212e-07,0.41500000000000004
P4,0,0,103,3.8008910130831447e-07,0.41500000000000004
P6,0,0,103,-2.865692759898147e-07,0.41500000000000004
P2,0,0,103,1.1736213258216946e-06,0.41500000000000004
P1,0,0,103,1.2364642537847817e-06,0.41500000000000004
P3,0,0,103,1.9398114776101446e-06,0.41500000000000004
P5,0,0,103,1.1140957713163986e-06,0.41500000000000004
PO3,0,0,103,1.308906734054683e-06,0.41500000000000004
O1,0,0,103,1.199228707630211e-06,0.41500000000000004
Pz,0,0,103,1.3203601636817951e-06,0.41500000000000004
POz,0,0,103,1.2136498481282807e-06,0.41500000000000004
Oz,0,0,103,1.4771052297356424e-07,0.41500000000000004
Iz,0,0,103,-1.3992818614839311e-08,0.41500000000000004
O2,0,0,104,-6.199597130771242e-07,0.42000000000000004
PO4,0,0,104,2.9604402394808205e-07,0.42000000000000004
P4,0,0,104,3.3522134989010016e-07,0.42000000000000004
P6,0,0,104,-2.447755989314308e-07,0.42000000000000004
P2,0,0,104,1.1081707806704388e-06,0.42000000000000004
P1,0,0,104,1.0843786186282629e-06,0.42000000000000004
P3,0,0,104,1.7578988213293588e-06,0.42000000000000004
P5,0,0,104,1.337174901595056e-06,0.42000000000000004
PO3,0,0,104,1.263240501334713e-06,0.42000000000000004
O1,0,0,104,6.618695673164207e-07,0.42000000000000004
Pz,0,0,104,1.0766357401958868e-06,0.42000000000000004
POz,0,0,104,1.0296213916138194e-06,0.42000000000000004
Oz,0,0,104,-2.7730099785165e-07,0.42000000000000004
Iz,0,0,104,-4.1384788981938286e-07,0.42000000000000004
O2,0,0,105,-8.840825745169161e-07,0.42500000000000004
PO4,0,0,105,-2.8273440646238188e-08,0.42500000000000004
P4,0,0,105,2.2842816765414473e-07,0.42500000000000004
P6,0,0,105,-4.60979368634856e-07,0.42500000000000004
P2,0,0,105,9.6615617106835e-07,0.42500000000000004
P1,0,0,105,9.063947068865789e-07,0.42500000000000004
P3,0,0,105,1.6423097456502507e-06,0.42500000000000004
P5,0,0,105,8.010265395374663e-07,0.42500000000000004
PO3,0,0,105,1.130499502123845e-06,0.42500000000000004
O1,0,0,105,7.640923390853201e-07,0.42500000000000004
Pz,0,0,105,9.097638142180881e-07,0.42500000000000004
POz,0,0,105,9.730361354621456e-07,0.42500000000000004
Oz,0,0,105,-2.7973042153684045e-07,0.42500000000000004
Iz,0,0,105,-3.3847141972896365e-07,0.42500000000000004
O2,0,0,106,-7.670031398410814e-07,0.43000000000000005
PO4,0,0,106,5.485765678167265e-08,0.43000000000000005
P4,0,0,106,1.230378936472241e-07,0.43000000000000005
P6,0,0,106,-4.134936119880301e-07,0.43000000000000005
P2,0,0,106,8.97612054127219e-07,0.43000000000000005
P1,0,0,106,1.0094599343001537e-06,0.43000000000000005
P3,0,0,106,1.676173249952952e-06,0.43000000000000005
P5,0,0,106,3.128656920763012e-07,0.43000000000000005
PO3,0,0,106,1.0534362707008099e-06,0.43000000000000005
O1,0,0,106,4.936371772424558e-07,0.43000000000000005
Pz,0,0,106,9.843203802781701e-07,0.43000000000000005
POz,0,0,106,8.627091370512529e-07,0.43000000000000005
Oz,0,0,106,-4.942091605437503e-07,0.43000000000000005
Iz,0,0,106,-5.456913910115164e-07,0.43000000000000005
O2,0,0,107,-5.224082613114099e-07,0.43500000000000005
PO4,0,0,107,-2.1849357818778398e-07,0.43500000000000005
P4,0,0,107,-7.64705401374622e-08,0.43500000000000005
P6,0,0,107,-5.997730880822445e-07,0.43500000000000005
P2,0,0,107,4.840142706688376e-07,0.43500000000000005
P1,0,0,107,6.044247095998596e-07,0.43500000000000005
P3,0,0,107,1.143457993810838e-06,0.43500000000000005
P5,0,0,107,-1.5315484768387868e-08,0.43500000000000005
PO3,0,0,107,7.480751729152642e-07,0.43500000000000005
O1,0,0,107,4.3642584340805495e-07,0.43500000000000005
Pz,0,0,107,6.266905308612038e-07,0.43500000000000005
POz,0,0,107,6.192152895384338e-07,0.43500000000000005
Oz,0,0,107,-5.745570891758752e-07,0.43500000000000005
Iz,0,0,107,-5.79715041452898e-07,0.43500000000000005
O2,0,0,108,-4.106259463775138e-07,0.44000000000000006
PO4,0,0,108,1.0723554188682871e-08,0.44000000000000006
P4,0,0,108,1.3783507968558205e-07,0.44000000000000006
P6,0,0,108,-1.754010343118064e-07,0.44000000000000006
P2,0,0,108,4.357747823343469e-07,0.44000000000000006
P1,0,0,108,3.9251892722476485e-07,0.44000000000000006
P3,0,0,108,7.106518011933005e-07,0.44000000000000006
P5,0,0,108,2.967298541368062e-07,0.44000000000000006
PO3,0,0,108,4.596991640711185e-07,0.44000000000000006
O1,0,0,108,3.901662778594551e-07,0.44000000000000006
Pz,0,0,108,4.62362820025542e-07,0.44000000000000006
POz,0,0,108,3.3572149359036053e-07,0.44000000000000006
Oz,0,0,108,-4.560381964036537e-07,0.44000000000000006
Iz,0,0,108,-5.460980514286287e-07,0.44000000000000006
O2,0,0,109,-6.117981399147206e-07,0.44500000000000006
PO4,0,0,109,-3.711098335010752e-07,0.44500000000000006
P4,0,0,109,-3.722879173435416e-07,0.44500000000000006
P6,0,0,109,-5.576880872766417e-07,0.44500000000000006
P2,0,0,109,-2.690012439613234e-08,0.44500000000000006
P1,0,0,109,-5.88821489853092e-08,0.44500000000000006
P3,0,0,109,6.948050879861137e-07,0.44500000000000006
P5,0,0,109,8.220911021656856e-07,0.44500000000000006
PO3,0,0,109,1.9304292020591362e-07,0.44500000000000006
O1,0,0,109,6.455582328268834e-07,0.44500000000000006
Pz,0,0,109,7.905955137725243e-08,0.44500000000000006
POz,0,0,109,-6.910344715617502e-08,0.44500000000000006
Oz,0,0,109,-1.9174894507418065e-07,0.44500000000000006
Iz,0,0,109,-3.511727484319755e-07,0.44500000000000006
O2,0,0,110,-3.742085694873978e-07,0.45000000000000007
PO4,0,0,110,-5.045190934704561e-07,0.45000000000000007
P4,0,0,110,-4.965108477840673e-07,0.45000000000000007
P6,0,0,110,-5.975404924280242e-07,0.45000000000000007
P2,0,0,110,-2.0797021240143136e-07,0.45000000000000007
P1,0,0,110,-1.0303233816335324e-07,0.45000000000000007
P3,0,0,110,5.171695152879075e-07,0.45000000000000007
P5,0,0,110,1.0767059918925635e-06,0.45000000000000007
PO3,0,0,110,-1.4051491534181362e-08,0.45000000000000007
O1,0,0,110,9.699284209418458e-07,0.45000000000000007
Pz,0,0,110,-2.106225368720945e-07,0.45000000000000007
POz,0,0,110,-2.7117321347557747e-07,0.45000000000000007
Oz,0,0,110,1.7378545487963318e-07,0.45000000000000007
Iz,0,0,110,7.759871107900151e-08,0.45000000000000007
O2,0,0,111,-8.372573278605518e-07,0.45500000000000007
PO4,0,0,111,-7.595098912912908e-07,0.45500000000000007
P4,0,0,111,-4.179439795956712e-07,0.45500000000000007
P6,0,0,111,-2.9883640861298063e-07,0.45500000000000007
P2,0,0,111,-4.44650333277675e-07,0.45500000000000007
P1,0,0,111,-4.4313440353386253e-07,0.45500000000000007
P3,0,0,111,2.63235667067467e-07,0.45500000000000007
P5,0,0,111,8.732392476024843e-07,0.45500000000000007
PO3,0,0,111,-2.692683680927319e-07,0.45500000000000007
O1,0,0,111,6.180665182802066e-07,0.45500000000000007
Pz,0,0,111,-3.7321850891096804e-07,0.45500000000000007
POz,0,0,111,-5.055846526705353e-07,0.45500000000000007
Oz,0,0,111,-3.408605738659818e-07,0.45500000000000007
Iz,0,0,111,-5.015172083680912e-07,0.45500000000000007
O2,0,0,112,-6.011516715447741e-07,0.4600000000000001
PO4,0,0,112,-6.947684560090988e-07,0.4600000000000001
P4,0,0,112,-1.2031410752326937e-07,0.4600000000000001
P6,0,0,112,-1.2900825280344222e-07,0.4600000000000001
P2,0,0,112,-4.0954943702117083e-07,0.4600000000000001
P1,0,0,112,-4.5309636454402173e-07,0.4600000000000001
P3,0,0,112,2.6509117584873456e-07,0.4600000000000001
P5,0,0,112,8.048373951128925e-07,0.4600000000000001
PO3,0,0,112,-2.9662422053458147e-07,0.4600000000000001
O1,0,0,112,1.572664151943927e-08,0.4600000000000001
Pz,0,0,112,-3.6408622118364895e-07,0.4600000000000001
POz,0,0,112,-4.1094440869933735e-07,0.4600000000000001
Oz,0,0,112,-4.705118692129845e-07,0.4600000000000001
Iz,0,0,112,-5.580223427034076e-07,0.4600000000000001
O2,0,0,113,-4.6342349674625083e-07,0.4650000000000001
PO4,0,0,113,-5.433690838506571e-07,0.4650000000000001
P4,0,0,113,-1.1437488090720433e-07,0.4650000000000001
P6,0,0,113,-1.3595105422152967e-07,0.4650000000000001
P2,0,0,113,-3.756051542325004e-07,0.4650000000000001
P1,0,0,113,-3.522447580066082e-07,0.4650000000000001
P3,0,0,113,2.5002526316649565e-07,0.4650000000000001
P5,0,0,113,8.208122472118114e-07,0.4650000000000001
PO3,0,0,113,-2.893079898999887e-07,0.4650000000000001
O1,0,0,113,3.8443164976071125e-07,0.4650000000000001
Pz,0,0,113,-4.3662271120559336e-07,0.4650000000000001
POz,0,0,113,-3.9759215320326427e-07,0.4650000000000001
Oz,0,0,113,-3.3592224663838544e-07,0.4650000000000001
Iz,0,0,113,-3.20732389199668e-07,0.4650000000000001
O2,0,0,114,-2.323952888826293e-07,0.4700000000000001
PO4,0,0,114,-2.3634082174813047e-07,0.4700000000000001
P4,0,0,114,2.3710487200786803e-08,0.4700000000000001
P6,0,0,114,9.031555939002627e-08,0.4700000000000001
P2,0,0,114,1.9465176688010872e-08,0.4700000000000001
P1,0,0,114,1.2979691063403224e-07,0.4700000000000001
P3,0,0,114,9.939191622229954e-07,0.4700000000000001
P5,0,0,114,1.146365808015968e-06,0.4700000000000001
PO3,0,0,114,1.7875205853601127e-07,0.4700000000000001
O1,0,0,114,8.152143916294927e-07,0.4700000000000001
Pz,0,0,114,3.574790399820907e-08,0.4700000000000001
POz,0,0,114,2.75029952818226e-08,0.4700000000000001
Oz,0,0,114,1.199464981424964e-07,0.4700000000000001
Iz,0,0,114,-1.4526337568828078e-08,0.4700000000000001
O2,0,0,115,5.028417282461015e-08,0.4750000000000001
PO4,0,0,115,-1.3792775777405855e-07,0.4750000000000001
P4,0,0,115,1.798858741138206e-07,0.4750000000000001
P6,0,0,115,9.58268213084956e-08,0.4750000000000001
P2,0,0,115,2.944840619846739e-07,0.4750000000000001
P1,0,0,115,1.952969056658527e-07,0.4750000000000001
P3,0,0,115,1.041627029298876e-06,0.4750000000000001
P5,0,0,115,1.4992194279946215e-06,0.4750000000000001
PO3,0,0,115,3.443234057237084e-07,0.4750000000000001
O1,0,0,115,1.389798663364565e-06,0.4750000000000001
Pz,0,0,115,2.1702083168565717e-07,0.4750000000000001
POz,0,0,115,2.400277888345494e-07,0.4750000000000001
Oz,0,0,115,4.730643326966561e-07,0.4750000000000001
Iz,0,0,115,5.131954775768154e-07,0.4750000000000001
O2,0,0,116,-4.431068015657762e-07,0.48
PO4,0,0,116,-5.092721551127799e-07,0.48
P4,0,0,116,-2.0361442201195111e-07,0.48
P6,0,0,116,-2.371119668423526e-07,0.48
P2,0,0,116,2.77967012237194e-08,0.48
P1,0,0,116,-2.9102833618268475e-08,0.48
P3,0,0,116,9.562976990197641e-07,0.48
P5,0,0,116,1.5572191315266156e-06,0.48
PO3,0,0,116,1.576375352868933e-07,0.48
O1,0,0,116,1.2148303866279997e-06,0.48
Pz,0,0,116,4.301989925121113e-08,0.48
POz,0,0,116,3.0058327334162494e-09,0.48
Oz,0,0,116,2.2232337132745713e-07,0.48
Iz,0,0,116,1.4471837676867073e-07,0.48
O2,0,0,117,-1.024812731347985e-07,0.485
PO4,0,0,117,-2.0748306097401678e-07,0.485
P4,0,0,117,1.1456584454587035e-07,0.485
P6,0,0,117,-3.221049000742893e-08,0.485
P2,0,0,117,2.403299829307931e-07,0.485
P1,0,0,117,2.684931991967677e-07,0.485
P3,0,0,117,1.0451268033962216e-06,0.485
P5,0,0,117,9.110819992437035e-07,0.485
PO3,0,0,117,3.0019132434837086e-07,0.485
O1,0,0,117,1.059797713787042e-06,0.485
Pz,0,0,117,3.4686229414743194e-07,0.485
POz,0,0,117,2.923925951612119e-07,0.485
Oz,0,0,117,2.531859111386041e-07,0.485
Iz,0,0,117,2.2323147926082862e-07,0.485
O2,0,0,118,2.126938525426954e-07,0.49
PO4,0,0,118,5.812668644742155e-08,0.49
P4,0,0,118,4.1995950300397444e-07,0.49
P6,0,0,118,3.43919854926547e-07,0.49
P2,0,0,118,5.884699315412523e-07,0.49
P1,0,0,118,5.608665618221186e-07,0.49
P3,0,0,118,1.3547488517478731e-06,0.49
P5,0,0,118,1.2909447778923815e-06,0.49
PO3,0,0,118,6.699593328598574e-07,0.49
O1,0,0,118,1.2479068371785002e-06,0.49
Pz,0,0,118,5.360289240259736e-07,0.49
POz,0,0,118,6.093276875394951e-07,0.49
Oz,0,0,118,5.380864542699621e-07,0.49
Iz,0,0,118,4.872282567509438e-07,0.49
O2,0,0,119,-2.2942138000171564e-07,0.495
PO4,0,0,119,-1.490371504871701e-07,0.495
P4,0,0,119,2.281652954075227e-07,0.495
P6,0,0,119,-1.5622215492710182e-07,0.495
P2,0,0,119,5.575802626401733e-07,0.495
P1,0,0,119,5.651328998262424e-07,0.495
P3,0,0,119,1.436552739606345e-06,0.495
P5,0,0,119,9.200718916604644e-07,0.495
PO3,0,0,119,7.270957646785239e-07,0.495
O1,0,0,119,8.085821027351946e-07,0.495
Pz,0,0,119,6.273130293527894e-07,0.495
POz,0,0,119,5.10289002238432e-07,0.495
Oz,0,0,119,2.3705700483283256e-07,0.495
Iz,0,0,119,8.69423452832078e-08,0.495
O2,0,0,120,-2.8461284639101776e-09,0.5
PO4,0,0,120,1.9725610847743022e-07,0.5
P4,0,0,120,2.6414258613972035e-07,0.5
P6,0,0,120,-6.628780605943795e-08,0.5
P2,0,0,120,7.601172303724742e-07,0.5
P1,0,0,120,7.882818423698933e-07,0.5
P3,0,0,120,1.2063938721521625e-06,0.5
P5,0,0,120,8.231691348117573e-07,0.5
PO3,0,0,120,8.702362852236018e-07,0.5
O1,0,0,120,1.2775139747334102e-06,0.5
Pz,0,0,120,7.918813323225436e-07,0.5
POz,0,0,120,7.078510057062468e-07,0.5
Oz,0,0,120,4.6211962190724806e-07,0.5
Iz,0,0,120,3.417271641549182e-07,0.5
O2,0,0,121,2.380978371695724e-07,0.505
PO4,0,0,121,5.046158897978718e-07,0.505
P4,0,0,121,6.718291733293986e-07,0.505
P6,0,0,121,3.2238110235119747e-07,0.505
P2,0,0,121,9.291624423756539e-07,0.505
P1,0,0,121,9.876418365501865e-07,0.505
P3,0,0,121,1.2922819486911046e-06,0.505
P5,0,0,121,1.1120130683486289e-06,0.505
PO3,0,0,121,1.1486740775954032e-06,0.505
O1,0,0,121,1.268592724669261e-06,0.505
Pz,0,0,121,9.688178960945736e-07,0.505
POz,0,0,121,1.0736758777571564e-06,0.505
Oz,0,0,121,5.207876779831757e-07,0.505
Iz,0,0,121,5.651985462918834e-07,0.505
O2,0,0,122,-4.725424711012138e-08,0.51
PO4,0,0,122,-1.2401985488550013e-08,0.51
P4,0,0,122,5.42179791071781e-07,0.51
P6,0,0,122,2.8463493681133796e-07,0.51
P2,0,0,122,7.150106628516399e-07,0.51
P1,0,0,122,7.284139001696316e-07,0.51
P3,0,0,122,1.24799782450949e-06,0.51
P5,0,0,122,1.2290848490211064e-06,0.51
PO3,0,0,122,8.799627929050125e-07,0.51
O1,0,0,122,1.4063613794615554e-06,0.51
Pz,0,0,122,8.398904940936667e-07,0.51
POz,0,0,122,8.274011017109828e-07,0.51
Oz,0,0,122,5.934442118690714e-07,0.51
Iz,0,0,122,5.439802858877335e-07,0.51
O2,0,0,123,-7.035949894435517e-08,0.515
PO4,0,0,123,-1.4692111120045757e-07,0.515
P4,0,0,123,3.4450408571592425e-07,0.515
P6,0,0,123,-1.7117566285718293e-07,0.515
P2,0,0,123,6.84880448047165e-07,0.515
P1,0,0,123,7.515283344919407e-07,0.515
P3,0,0,123,1.4012694970085212e-06,0.515
P5,0,0,123,1.5021837488882895e-06,0.515
PO3,0,0,123,8.842937492832841e-07,0.515
O1,0,0,123,1.3840376908059056e-06,0.515
Pz,0,0,123,7.03431597780299e-07,0.515
POz,0,0,123,7.245233631504781e-07,0.515
Oz,0,0,123,8.121611019114376e-07,0.515
Iz,0,0,123,7.175910584644346e-07,0.515
O2,0,0,124,4.058427802666884e-07,0.52
PO4,0,0,124,2.219467038391173e-07,0.52
P4,0,0,124,4.1104877138711445e-07,0.52
P6,0,0,124,1.480268468110131e-07,0.52
P2,0,0,124,8.35730457606602e-07,0.52
P1,0,0,124,8.295833104162011e-07,0.52
P3,0,0,124,1.473494440633833e-06,0.52
P5,0,0,124,1.8707091776744147e-06,0.52
PO3,0,0,124,9.084225912344212e-07,0.52
O1,0,0,124,1.5632694089301253e-06,0.52
Pz,0,0,124,9.628542945501908e-07,0.52
POz,0,0,124,9.311056510130396e-07,0.52
Oz,0,0,124,7.346918657906844e-07,0.52
Iz,0,0,124,7.024220382115723e-07,0.52
O2,0,0,125,2.8467905201691965e-08,0.525
PO4,0,0,125,-3.9724153051321625e-08,0.525
P4,0,0,125,1.965551993352524e-07,0.525
P6,0,0,125,-4.570602154491428e-08,0.525
P2,0,0,125,4.990822952464616e-07,0.525
P1,0,0,125,5.410550759887303e-07,0.525
P3,0,0,125,1.1131282284345267e-06,0.525
P5,0,0,125,1.089672045945118e-06,0.525
PO3,0,0,125,5.909631763203927e-07,0.525
O1,0,0,125,7.131249383511866e-07,0.525
Pz,0,0,125,6.353616132395687e-07,0.525
POz,0,0,125,5.131586628599469e-07,0.525
Oz,0,0,125,2.9032838669886486e-07,0.525
Iz,0,0,125,3.076638251020666e-07,0.525
O2,0,0,126,3.504075405382419e-07,0.53
PO4,0,0,126,2.3907220090322296e-07,0.53
P4,0,0,126,6.816017299809073e-07,0.53
P6,0,0,126,3.7649472637204503e-07,0.53
P2,0,0,126,6.791551523272778e-07,0.53
P1,0,0,126,6.328787694521218e-07,0.53
P3,0,0,126,1.0514485666007668e-06,0.53
P5,0,0,126,1.09090316081386e-06,0.53
PO3,0,0,126,8.038021182992711e-07,0.53
O1,0,0,126,8.278308317841814e-07,0.53
Pz,0,0,126,7.159425647078352e-07,0.53
