channel,attention,cued_side,timepoint,erp,time
PO3,0,0,3,-1.1755673955742007e-06,-0.085
O1,0,0,3,-1.7799868530553633e-06,-0.085
Pz,0,0,3,-1.0635702252871073e-06,-0.085
POz,0,0,3,-1.0735914212225074e-06,-0.085
Oz,0,0,3,-1.401771466042494e-06,-0.085
Iz,0,0,3,-1.4430486931155996e-06,-0.085
O2,0,0,4,-1.4702787253908036e-06,-0.08
PO4,0,0,4,-1.4351238916458181e-06,-0.08
P4,0,0,4,-3.501052678898749e-07,-0.08
P6,0,0,4,-2.0917620079196747e-07,-0.08
P2,0,0,4,-9.959347042537528e-07,-0.08
P1,0,0,4,-9.835941369774638e-07,-0.08
P3,0,0,4,-1.175093568728287e-06,-0.08
P5,0,0,4,-9.342602190312101e-07,-0.08
PO3,0,0,4,-1.1469625361833623e-06,-0.08
O1,0,0,4,-1.59063818319328e-06,-0.08
Pz,0,0,4,-9.894298985064635e-07,-0.08
POz,0,0,4,-1.032148672750982e-06,-0.08
Oz,0,0,4,-1.431111241032763e-06,-0.08
Iz,0,0,4,-1.356404438406195e-06,-0.08
O2,0,0,5,-1.487384174839669e-06,-0.07500000000000001
PO4,0,0,5,-1.317521132957587e-06,-0.07500000000000001
P4,0,0,5,-4.3906383995359236e-07,-0.07500000000000001
P6,0,0,5,-2.927432881867642e-07,-0.07500000000000001
P2,0,0,5,-8.488277112641984e-07,-0.07500000000000001
P1,0,0,5,-8.605369107149021e-07,-0.07500000000000001
P3,0,0,5,-7.889910555833307e-07,-0.07500000000000001
P5,0,0,5,-1.0097415555044961e-06,-0.07500000000000001
PO3,0,0,5,-1.0194460732034002e-06,-0.07500000000000001
O1,0,0,5,-1.9037229917574683e-06,-0.07500000000000001
Pz,0,0,5,-9.476997530049142e-07,-0.07500000000000001
POz,0,0,5,-1.0655544251981784e-06,-0.07500000000000001
Oz,0,0,5,-1.5644360039583566e-06,-0.07500000000000001
Iz,0,0,5,-1.5317899152142509e-06,-0.07500000000000001
O2,0,0,6,-1.0832230575708244e-06,-0.07
PO4,0,0,6,-9.22683423440938e-07,-0.07
P4,0,0,6,-1.7052114855487072e-07,-0.07
P6,0,0,6,-5.3570683338903076e-08,-0.07
P2,0,0,6,-8.001379815028334e-07,-0.07
P1,0,0,6,-6.934950136162533e-07,-0.07
P3,0,0,6,-9.120626004910796e-07,-0.07
P5,0,0,6,-1.1312275197303203e-06,-0.07
PO3,0,0,6,-7.940576860296377e-07,-0.07
O1,0,0,6,-1.476831466597484e-06,-0.07
Pz,0,0,6,-7.456192519640553e-07,-0.07
POz,0,0,6,-7.857729728197789e-07,-0.07
Oz,0,0,6,-9.68640698184536e-07,-0.07
Iz,0,0,6,-1.007302723813983e-06,-0.07
O2,0,0,7,-7.097232166609137e-07,-0.065
PO4,0,0,7,-5.208704449854577e-07,-0.065
P4,0,0,7,1.447689448053661e-07,-0.065
P6,0,0,7,2.163226099629122e-07,-0.065
P2,0,0,7,-5.340555961677794e-07,-0.065
P1,0,0,7,-4.642068012408297e-07,-0.065
P3,0,0,7,-8.122524136543754e-07,-0.065
P5,0,0,7,-8.786750942300749e-07,-0.065
PO3,0,0,7,-5.281902363913353e-07,-0.065
O1,0,0,7,-1.242139440335443e-06,-0.065
Pz,0,0,7,-4.694486185512211e-07,-0.065
POz,0,0,7,-4.879973257994469e-07,-0.065
Oz,0,0,7,-8.706396983915906e-07,-0.065
Iz,0,0,7,-9.489884229682375e-07,-0.065
O2,0,0,8,-9.269844498365024e-07,-0.060000000000000005
PO4,0,0,8,-4.572632520422322e-07,-0.060000000000000005
P4,0,0,8,1.4642743961286105e-07,-0.060000000000000005
P6,0,0,8,2.0332443986458795e-07,-0.060000000000000005
P2,0,0,8,-3.225624309299389e-07,-0.060000000000000005
P1,0,0,8,-3.5612652093881265e-07,-0.060000000000000005
P3,0,0,8,-4.945438483313986e-07,-0.060000000000000005
P5,0,0,8,-1.022757932159109e-06,-0.060000000000000005
PO3,0,0,8,-4.0656600985520406e-07,-0.060000000000000005
O1,0,0,8,-1.3993071034682332e-06,-0.060000000000000005
Pz,0,0,8,-4.114127933186418e-07,-0.060000000000000005
POz,0,0,8,-4.196971688883146e-07,-0.060000000000000005
Oz,0,0,8,-1.1984142416595644e-06,-0.060000000000000005
Iz,0,0,8,-1.2508524732744751e-06,-0.060000000000000005
O2,0,0,9,-8.137684813543377e-07,-0.05500000000000001
PO4,0,0,9,-2.2269592725527797e-07,-0.05500000000000001
P4,0,0,9,5.462100914638937e-07,-0.05500000000000001
P6,0,0,9,7.807113255683425e-07,-0.05500000000000001
P2,0,0,9,-1.7335445719378803e-07,-0.05500000000000001
P1,0,0,9,-1.3158577055033725e-07,-0.05500000000000001
P3,0,0,9,-5.917540652619767e-07,-0.05500000000000001
P5,0,0,9,-1.155918754640697e-06,-0.05500000000000001
PO3,0,0,9,-2.4761537059665676e-07,-0.05500000000000001
O1,0,0,9,-1.751580453625419e-06,-0.05500000000000001
Pz,0,0,9,-1.920020309943558e-07,-0.05500000000000001
POz,0,0,9,-2.858353086578114e-07,-0.05500000000000001
Oz,0,0,9,-1.1225409242283104e-06,-0.05500000000000001
Iz,0,0,9,-1.1649237339529968e-06,-0.05500000000000001
O2,0,0,10,-1.1506733979112592e-06,-0.05
PO4,0,0,10,-7.828640065109303e-07,-0.05
P4,0,0,10,7.591994885988931e-09,-0.05
P6,0,0,10,1.5461398899935334e-07,-0.05
P2,0,0,10,-3.143986062089173e-07,-0.05
P1,0,0,10,-2.444412130406917e-07,-0.05
P3,0,0,10,-1.508894887723037e-07,-0.05
P5,0,0,10,-1.0454907137065562e-06,-0.05
PO3,0,0,10,-2.6263181204166986e-07,-0.05
O1,0,0,10,-1.5963611921529817e-06,-0.05
Pz,0,0,10,-2.7280749207920084e-07,-0.05
POz,0,0,10,-3.1463406382834033e-07,-0.05
Oz,0,0,10,-1.4705309878767632e-06,-0.05
Iz,0,0,10,-1.5598284588872047e-06,-0.05
O2,0,0,11,-1.212165677348295e-06,-0.045000000000000005
PO4,0,0,11,-8.878452234024375e-07,-0.045000000000000005
P4,0,0,11,1.060277765695484e-07,-0.045000000000000005
P6,0,0,11,3.041892297804094e-07,-0.045000000000000005
P2,0,0,11,-3.85138567065525e-07,-0.045000000000000005
P1,0,0,11,-3.4760880233148017e-07,-0.045000000000000005
P3,0,0,11,-2.410040996842592e-07,-0.045000000000000005
P5,0,0,11,-1.027470048331943e-06,-0.045000000000000005
PO3,0,0,11,-4.957122826558081e-07,-0.045000000000000005
O1,0,0,11,-1.4781176163792845e-06,-0.045000000000000005
Pz,0,0,11,-4.0969187232222205e-07,-0.045000000000000005
POz,0,0,11,-3.720549522843405e-07,-0.045000000000000005
Oz,0,0,11,-1.341995457041758e-06,-0.045000000000000005
Iz,0,0,11,-1.4333353380185527e-06,-0.045000000000000005
O2,0,0,12,-6.214354413124163e-07,-0.04000000000000001
PO4,0,0,12,-6.792039696386868e-07,-0.04000000000000001
P4,0,0,12,2.722989888495471e-07,-0.04000000000000001
P6,0,0,12,6.284582087884042e-07,-0.04000000000000001
P2,0,0,12,-1.7358189524339022e-07,-0.04000000000000001
P1,0,0,12,-7.753037150456148e-08,-0.04000000000000001
P3,0,0,12,1.2354531515763107e-07,-0.04000000000000001
P5,0,0,12,-3.6110287100712256e-08,-0.04000000000000001
PO3,0,0,12,-1.5215402531766998e-07,-0.04000000000000001
O1,0,0,12,-5.080234337942378e-07,-0.04000000000000001
Pz,0,0,12,-8.532366860793174e-08,-0.04000000000000001
POz,0,0,12,-1.088444264546597e-07,-0.04000000000000001
Oz,0,0,12,-4.150566400675188e-07,-0.04000000000000001
Iz,0,0,12,-4.7658922278932675e-07,-0.04000000000000001
O2,0,0,13,-1.2357171260745037e-06,-0.035
PO4,0,0,13,-1.0801296556709496e-06,-0.035
P4,0,0,13,-1.2992568013898895e-07,-0.035
P6,0,0,13,1.1649185028215939e-07,-0.035
P2,0,0,13,-5.52782276752727e-07,-0.035
P1,0,0,13,-4.7391853252041796e-07,-0.035
P3,0,0,13,1.6845324663350227e-09,-0.035
P5,0,0,13,-3.663173015518035e-07,-0.035
PO3,0,0,13,-4.0798013061313795e-07,-0.035
O1,0,0,13,-1.1152515780472465e-06,-0.035
Pz,0,0,13,-4.500841547027533e-07,-0.035
POz,0,0,13,-4.5053980183550803e-07,-0.035
Oz,0,0,13,-1.101956796406391e-06,-0.035
Iz,0,0,13,-1.0724225822943355e-06,-0.035
O2,0,0,14,-1.4489736657396494e-06,-0.03
PO4,0,0,14,-1.1803476491583834e-06,-0.03
P4,0,0,14,-4.6052577549643865e-08,-0.03
P6,0,0,14,6.879687991810215e-08,-0.03
P2,0,0,14,-5.633577971545629e-07,-0.03
P1,0,0,14,-5.279201659463251e-07,-0.03
P3,0,0,14,-3.111430519338405e-07,-0.03
P5,0,0,14,-6.328162640816247e-07,-0.03
PO3,0,0,14,-5.091333997898748e-07,-0.03
O1,0,0,14,-1.6826262453744627e-06,-0.03
Pz,0,0,14,-5.264382909756409e-07,-0.03
POz,0,0,14,-5.893318069352223e-07,-0.03
Oz,0,0,14,-1.3749235728756526e-06,-0.03
Iz,0,0,14,-1.448454618072432e-06,-0.03
O2,0,0,15,-1.136960904381367e-06,-0.02500000000000001
PO4,0,0,15,-8.979005462175382e-07,-0.02500000000000001
P4,0,0,15,-8.755730812128539e-08,-0.02500000000000001
P6,0,0,15,-1.2888827453529732e-07,-0.02500000000000001
P2,0,0,15,-4.0631424599582734e-07,-0.02500000000000001
P1,0,0,15,-4.781541343970604e-07,-0.02500000000000001
P3,0,0,15,-3.0224426473381164e-07,-0.02500000000000001
P5,0,0,15,-2.7676543856228136e-07,-0.02500000000000001
PO3,0,0,15,-4.755017298618061e-07,-0.02500000000000001
O1,0,0,15,-1.237839858414756e-06,-0.02500000000000001
Pz,0,0,15,-4.271061196738176e-07,-0.02500000000000001
POz,0,0,15,-4.569576265705617e-07,-0.02500000000000001
Oz,0,0,15,-1.1218488147542236e-06,-0.02500000000000001
Iz,0,0,15,-1.129701044709762e-06,-0.02500000000000001
O2,0,0,16,-8.145252900094439e-07,-0.020000000000000004
PO4,0,0,16,-6.508799778678991e-07,-0.020000000000000004
P4,0,0,16,2.80336998087104e-07,-0.020000000000000004
P6,0,0,16,2.36651372069179e-07,-0.020000000000000004
P2,0,0,16,-2.2288472072659893e-07,-0.020000000000000004
P1,0,0,16,-2.1767844682126356e-07,-0.020000000000000004
P3,0,0,16,-1.7522840798736027e-07,-0.020000000000000004
P5,0,0,16,-1.3012331195593642e-07,-0.020000000000000004
PO3,0,0,16,-2.3560570034338803e-07,-0.020000000000000004
O1,0,0,16,-1.0180742290218925e-06,-0.020000000000000004
Pz,0,0,16,-2.1763472945378162e-07,-0.020000000000000004
POz,0,0,16,-2.829323167555792e-07,-0.020000000000000004
Oz,0,0,16,-6.971244228927622e-07,-0.020000000000000004
Iz,0,0,16,-8.120856749376653e-07,-0.020000000000000004
O2,0,0,17,-8.165987692148672e-07,-0.015
PO4,0,0,17,-6.197876744041151e-07,-0.015
P4,0,0,17,3.2149407920053335e-08,-0.015
P6,0,0,17,4.920767017274622e-08,-0.015
P2,0,0,17,-2.573642070505131e-07,-0.015
P1,0,0,17,-1.8880967264108505e-07,-0.015
P3,0,0,17,-7.993482097512383e-08,-0.015
P5,0,0,17,3.5911193069806596e-07,-0.015
PO3,0,0,17,-2.152372139075624e-07,-0.015
O1,0,0,17,-6.280210492619171e-07,-0.015
Pz,0,0,17,-1.502812179561445e-07,-0.015
POz,0,0,17,-2.3714211565071762e-07,-0.015
Oz,0,0,17,-6.751289767501815e-07,-0.015
Iz,0,0,17,-6.951819606614863e-07,-0.015
O2,0,0,18,-7.574502009910979e-07,-0.010000000000000009
PO4,0,0,18,-6.079996111699285e-07,-0.010000000000000009
P4,0,0,18,2.644070448914025e-07,-0.010000000000000009
P6,0,0,18,4.276661384228116e-07,-0.010000000000000009
P2,0,0,18,-2.3818686455236898e-07,-0.010000000000000009
P1,0,0,18,-2.2460859822814445e-07,-0.010000000000000009
P3,0,0,18,-5.0222798196866e-08,-0.010000000000000009
P5,0,0,18,9.433847621420779e-08,-0.010000000000000009
PO3,0,0,18,-1.7696111920463575e-07,-0.010000000000000009
O1,0,0,18,-1.3125179787613097e-06,-0.010000000000000009
Pz,0,0,18,-2.9296086237349235e-07,-0.010000000000000009
POz,0,0,18,-2.896162503701726e-07,-0.010000000000000009
Oz,0,0,18,-7.747283514165034e-07,-0.010000000000000009
Iz,0,0,18,-7.617605002825146e-07,-0.010000000000000009
O2,0,0,19,-6.662527580897111e-07,-0.0050000000000000044
PO4,0,0,19,-5.137732791746145e-07,-0.0050000000000000044
P4,0,0,19,1.0901029110484908e-08,-0.0050000000000000044
P6,0,0,19,3.411809001168193e-07,-0.0050000000000000044
P2,0,0,19,-4.4685617067427046e-07,-0.0050000000000000044
P1,0,0,19,-3.362890084758839e-07,-0.0050000000000000044
P3,0,0,19,-5.336108382456956e-07,-0.0050000000000000044
P5,0,0,19,-3.325598708228152e-07,-0.0050000000000000044
PO3,0,0,19,-4.0953654411914975e-07,-0.0050000000000000044
O1,0,0,19,-9.288733734262156e-07,-0.0050000000000000044
Pz,0,0,19,-4.607373193945367e-07,-0.0050000000000000044
POz,0,0,19,-3.6571149860916777e-07,-0.0050000000000000044
Oz,0,0,19,-7.258087404343088e-07,-0.0050000000000000044
Iz,0,0,19,-6.64574434421376e-07,-0.0050000000000000044
O2,0,0,20,-4.5752096435729876e-07,0.0
PO4,0,0,20,-5.391239128726086e-07,0.0
P4,0,0,20,4.226959623650576e-09,0.0
P6,0,0,20,4.745918266208854e-07,0.0
P2,0,0,20,-3.739713337845891e-07,0.0
P1,0,0,20,-2.3573884694633127e-07,0.0
P3,0,0,20,-3.577165939970851e-07,0.0
P5,0,0,20,-3.844694432770748e-07,0.0
PO3,0,0,20,-3.5106966411810146e-07,0.0
O1,0,0,20,-1.2496347852295677e-06,0.0
Pz,0,0,20,-4.1736416772911384e-07,0.0
POz,0,0,20,-3.642872853762624e-07,0.0
Oz,0,0,20,-7.308069867830968e-07,0.0
Iz,0,0,20,-7.309755805566962e-07,0.0
O2,0,0,21,-9.57555549133654e-07,0.0049999999999999906
PO4,0,0,21,-5.191619394046462e-07,0.0049999999999999906
P4,0,0,21,1.0319409822978275e-08,0.0049999999999999906
P6,0,0,21,5.857395396437128e-07,0.0049999999999999906
P2,0,0,21,-4.18909988142278e-07,0.0049999999999999906
P1,0,0,21,-4.2465304145797573e-07,0.0049999999999999906
P3,0,0,21,-4.7588002873126455e-07,0.0049999999999999906
P5,0,0,21,-1.0307282995955205e-06,0.0049999999999999906
PO3,0,0,21,-3.5956757295570936e-07,0.0049999999999999906
O1,0,0,21,-1.7288755134194125e-06,0.0049999999999999906
Pz,0,0,21,-3.8253979985134736e-07,0.0049999999999999906
POz,0,0,21,-4.5058523016545425e-07,0.0049999999999999906
Oz,0,0,21,-1.4048615492199322e-06,0.0049999999999999906
Iz,0,0,21,-1.4533723776863017e-06,0.0049999999999999906
O2,0,0,22,-7.418269859381176e-07,0.009999999999999995
PO4,0,0,22,-4.7679526400780933e-07,0.009999999999999995
P4,0,0,22,1.1327451588217649e-07,0.009999999999999995
P6,0,0,22,5.939911177723037e-07,0.009999999999999995
P2,0,0,22,-4.752186817291955e-07,0.009999999999999995
P1,0,0,22,-4.0652537469269897e-07,0.009999999999999995
P3,0,0,22,-3.6992334340930593e-07,0.009999999999999995
P5,0,0,22,-1.1620743133307208e-06,0.009999999999999995
PO3,0,0,22,-3.649288627864635e-07,0.009999999999999995
O1,0,0,22,-1.5742281380291376e-06,0.009999999999999995
Pz,0,0,22,-4.295665023007698e-07,0.009999999999999995
POz,0,0,22,-5.147767037218212e-07,0.009999999999999995
Oz,0,0,22,-1.1911732017801186e-06,0.009999999999999995
Iz,0,0,22,-1.1210396258461167e-06,0.009999999999999995
O2,0,0,23,-6.12239006579595e-07,0.015
PO4,0,0,23,-3.3211238059290557e-07,0.015
P4,0,0,23,2.2178118560910394e-07,0.015
P6,0,0,23,6.144106083742157e-07,0.015
P2,0,0,23,-3.645903971925224e-07,0.015
P1,0,0,23,-3.2646111933666797e-07,0.015
P3,0,0,23,-2.9280077784358445e-07,0.015
P5,0,0,23,-1.212477273007148e-06,0.015
PO3,0,0,23,-3.4056716891973414e-07,0.015
O1,0,0,23,-1.9065306230726865e-06,0.015
Pz,0,0,23,-2.845542136194082e-07,0.015
POz,0,0,23,-4.0304050467411563e-07,0.015
Oz,0,0,23,-1.240383360905044e-06,0.015
Iz,0,0,23,-1.1398853454899973e-06,0.015
O2,0,0,24,-4.887207145059901e-07,0.01999999999999999
PO4,0,0,24,-5.745205389983869e-07,0.01999999999999999
P4,0,0,24,8.301640287920454e-08,0.01999999999999999
P6,0,0,24,3.0368995743228056e-07,0.01999999999999999
P2,0,0,24,-5.997176020996989e-07,0.01999999999999999
P1,0,0,24,-5.250479274481636e-07,0.01999999999999999
P3,0,0,24,-6.667424497352726e-07,0.01999999999999999
P5,0,0,24,-1.5011994440556018e-06,0.01999999999999999
PO3,0,0,24,-5.067956881644568e-07,0.01999999999999999
O1,0,0,24,-1.7674207213261133e-06,0.01999999999999999
Pz,0,0,24,-4.6076764964014664e-07,0.01999999999999999
POz,0,0,24,-6.223563597992169e-07,0.01999999999999999
Oz,0,0,24,-9.336930762194324e-07,0.01999999999999999
Iz,0,0,24,-9.329987726583346e-07,0.01999999999999999
O2,0,0,25,-7.534233772806635e-07,0.024999999999999994
PO4,0,0,25,-7.211775487118657e-07,0.024999999999999994
P4,0,0,25,7.807353666625468e-09,0.024999999999999994
P6,0,0,25,1.250867208766731e-07,0.024999999999999994
P2,0,0,25,-6.67554064583211e-07,0.024999999999999994
P1,0,0,25,-6.226531290569636e-07,0.024999999999999994
P3,0,0,25,-7.67058638924999e-07,0.024999999999999994
P5,0,0,25,-1.2453884765011647e-06,0.024999999999999994
PO3,0,0,25,-6.948985783654448e-07,0.024999999999999994
O1,0,0,25,-1.6924780092666551e-06,0.024999999999999994
Pz,0,0,25,-6.721488855427185e-07,0.024999999999999994
POz,0,0,25,-7.21816515696233e-07,0.024999999999999994
Oz,0,0,25,-8.194625582028797e-07,0.024999999999999994
Iz,0,0,25,-8.374608927006737e-07,0.024999999999999994
O2,0,0,26,-9.019668260912107e-07,0.03
PO4,0,0,26,-8.709392648178102e-07,0.03
P4,0,0,26,-1.751962725979292e-07,0.03
P6,0,0,26,-3.3421069147815046e-07,0.03
P2,0,0,26,-5.654102233832749e-07,0.03
P1,0,0,26,-5.609962395997221e-07,0.03
P3,0,0,26,-8.170108167275845e-07,0.03
P5,0,0,26,-1.1705680268867255e-06,0.03
PO3,0,0,26,-5.741822917177185e-07,0.03
O1,0,0,26,-1.7479247599414917e-06,0.03
Pz,0,0,26,-6.328499532028706e-07,0.03
POz,0,0,26,-6.063776638848188e-07,0.03
Oz,0,0,26,-1.0128764391300715e-06,0.03
Iz,0,0,26,-1.002424075622384e-06,0.03
O2,0,0,27,-1.095297154875585e-06,0.035
PO4,0,0,27,-9.465820162572839e-07,0.035
P4,0,0,27,-2.992323340742757e-07,0.035
P6,0,0,27,-2.5446231660935275e-07,0.035
P2,0,0,27,-7.997385587986891e-07,0.035
P1,0,0,27,-6.858658722327606e-07,0.035
P3,0,0,27,-9.837274729886843e-07,0.035
P5,0,0,27,-1.2710444352104402e-06,0.035
PO3,0,0,27,-6.540903357117365e-07,0.035
O1,0,0,27,-2.138325625080992e-06,0.035
Pz,0,0,27,-6.856055195108175e-07,0.035
POz,0,0,27,-8.186231448741961e-07,0.035
Oz,0,0,27,-1.2273982408752998e-06,0.035
Iz,0,0,27,-1.3042582335683688e-06,0.035
O2,0,0,28,-7.031271147173778e-07,0.04000000000000001
PO4,0,0,28,-8.639561311850744e-07,0.04000000000000001
P4,0,0,28,-2.3992675560836547e-07,0.04000000000000001
P6,0,0,28,1.784474615297064e-08,0.04000000000000001
P2,0,0,28,-6.868499676965894e-07,0.04000000000000001
P1,0,0,28,-7.04663082422301e-07,0.04000000000000001
P3,0,0,28,-9.372408325605395e-07,0.04000000000000001
P5,0,0,28,-1.0654751385573979e-06,0.04000000000000001
PO3,0,0,28,-6.900180041288267e-07,0.04000000000000001
O1,0,0,28,-1.7442274669824245e-06,0.04000000000000001
Pz,0,0,28,-7.484606049242378e-07,0.04000000000000001
POz,0,0,28,-6.469764159361055e-07,0.04000000000000001
Oz,0,0,28,-8.52711105916903e-07,0.04000000000000001
Iz,0,0,28,-9.09613879385038e-07,0.04000000000000001
O2,0,0,29,-6.144396264567708e-07,0.044999999999999984
PO4,0,0,29,-6.335405941097438e-07,0.044999999999999984
P4,0,0,29,-1.619207729196033e-07,0.044999999999999984
P6,0,0,29,2.4869170739653803e-07,0.044999999999999984
P2,0,0,29,-6.561926349582396e-07,0.044999999999999984
P1,0,0,29,-5.59398304445537e-07,0.044999999999999984
P3,0,0,29,-7.928181656495692e-07,0.044999999999999984
P5,0,0,29,-7.650516284602586e-07,0.044999999999999984
PO3,0,0,29,-6.353278153271696e-07,0.044999999999999984
O1,0,0,29,-1.3553365760460096e-06,0.044999999999999984
Pz,0,0,29,-6.432878492252785e-07,0.044999999999999984
POz,0,0,29,-6.491249853467262e-07,0.044999999999999984
Oz,0,0,29,-8.206170280204857e-07,0.044999999999999984
Iz,0,0,29,-9.86942614139142e-07,0.044999999999999984
O2,0,0,30,-4.386716823324611e-07,0.04999999999999999
PO4,0,0,30,-4.989620365484401e-07,0.04999999999999999
P4,0,0,30,1.929681286606369e-09,0.04999999999999999
P6,0,0,30,1.8080527284397494e-07,0.04999999999999999
P2,0,0,30,-5.775400666193533e-07,0.04999999999999999
P1,0,0,30,-4.3471113225649167e-07,0.04999999999999999
P3,0,0,30,-4.1758901483480745e-07,0.04999999999999999
P5,0,0,30,-6.330840556897339e-07,0.04999999999999999
PO3,0,0,30,-5.371359479279939e-07,0.04999999999999999
O1,0,0,30,-1.1503031290972204e-06,0.04999999999999999
Pz,0,0,30,-5.007301187505478e-07,0.04999999999999999
POz,0,0,30,-4.948894844140804e-07,0.04999999999999999
Oz,0,0,30,-7.618839597389359e-07,0.04999999999999999
Iz,0,0,30,-7.12972500320611e-07,0.04999999999999999
O2,0,0,31,-6.147273639040734e-07,0.05499999999999999
PO4,0,0,31,-5.793484664423972e-07,0.05499999999999999
P4,0,0,31,1.3236827346515465e-07,0.05499999999999999
P6,0,0,31,5.101225419950123e-07,0.05499999999999999
P2,0,0,31,-4.910640776011163e-07,0.05499999999999999
P1,0,0,31,-3.731105205631706e-07,0.05499999999999999
P3,0,0,31,-4.906062020793196e-07,0.05499999999999999
P5,0,0,31,-7.600862399040731e-07,0.05499999999999999
PO3,0,0,31,-4.702195136328363e-07,0.05499999999999999
O1,0,0,31,-1.2634301494587247e-06,0.05499999999999999
Pz,0,0,31,-4.381087232875105e-07,0.05499999999999999
POz,0,0,31,-4.982458622233504e-07,0.05499999999999999
Oz,0,0,31,-8.089121337691294e-07,0.05499999999999999
Iz,0,0,31,-8.33784331678526e-07,0.05499999999999999
O2,0,0,32,-9.899600097595746e-07,0.06
PO4,0,0,32,-6.943142024930871e-07,0.06
P4,0,0,32,2.5556880715227124e-07,0.06
P6,0,0,32,7.746022463119192e-07,0.06
P2,0,0,32,-5.622154157663082e-07,0.06
P1,0,0,32,-5.650312745127728e-07,0.06
P3,0,0,32,-5.199338776496093e-07,0.06
P5,0,0,32,-4.3406504146599574e-07,0.06
PO3,0,0,32,-4.954331569189351e-07,0.06
O1,0,0,32,-1.8304761228831658e-06,0.06
Pz,0,0,32,-5.51227541450496e-07,0.06
POz,0,0,32,-6.128673760711244e-07,0.06
Oz,0,0,32,-1.3951221394611255e-06,0.06
Iz,0,0,32,-1.2072856766105975e-06,0.06
O2,0,0,33,-2.674799901000362e-07,0.065
PO4,0,0,33,-2.5512248031790647e-07,0.065
P4,0,0,33,3.2874844725978596e-07,0.065
P6,0,0,33,4.975686292551755e-07,0.065
P2,0,0,33,-7.418848623560285e-08,0.065
P1,0,0,33,-7.924788416800716e-08,0.065
P3,0,0,33,1.457768266005997e-07,0.065
P5,0,0,33,-4.024473857933321e-07,0.065
PO3,0,0,33,-6.666202776217206e-08,0.065
O1,0,0,33,-1.4434893991273722e-06,0.065
Pz,0,0,33,-1.3585640820930914e-07,0.065
POz,0,0,33,-1.417233927465577e-07,0.065
Oz,0,0,33,-1.0428130022057853e-06,0.065
Iz,0,0,33,-1.076297542786118e-06,0.065
O2,0,0,34,-8.619862492813651e-07,0.07
PO4,0,0,34,-8.850387648533604e-07,0.07
P4,0,0,34,-2.7477281202474326e-07,0.07
P6,0,0,34,5.5702690676426e-08,0.07
P2,0,0,34,-6.634231870333883e-07,0.07
P1,0,0,34,-5.866276172839218e-07,0.07
P3,0,0,34,-1.193819382021914e-07,0.07
