,time,attention,score,best_time
0,-0.19999999999999996,exo,0.5796547565204282,0.625
1,-0.19499999999999995,exo,0.5705638474295192,0.625
2,-0.18999999999999995,exo,0.5815486959143675,0.625
3,-0.18500000000000005,exo,0.5732153625810342,0.625
4,-0.18000000000000005,exo,0.5830638474295191,0.625
5,-0.17500000000000004,exo,0.5929123322780039,0.625
6,-0.17000000000000004,exo,0.5198062716719433,0.625
7,-0.16500000000000004,exo,0.545942635308307,0.625
8,-0.16000000000000003,exo,0.5622305140961856,0.625
9,-0.15500000000000003,exo,0.5239729383386099,0.625
10,-0.15000000000000002,exo,0.586094150459822,0.625
11,-0.14500000000000002,exo,0.50102706166139,0.625
12,-0.14,exo,0.580033544399216,0.625
13,-0.135,exo,0.5220789989446706,0.625
14,-0.13,exo,0.5198062716719433,0.625
15,-0.125,exo,0.5607153625810342,0.625
16,-0.12,exo,0.539503241368913,0.625
17,-0.11499999999999999,exo,0.5652608171264888,0.625
18,-0.10999999999999999,exo,0.6004880898537616,0.625
19,-0.10499999999999998,exo,0.5917759686416402,0.625
20,-0.09999999999999998,exo,0.6004880898537615,0.625
21,-0.09499999999999997,exo,0.558063847429519,0.625
22,-0.08999999999999997,exo,0.5985941504598221,0.625
23,-0.08499999999999996,exo,0.5360941504598221,0.625
24,-0.07999999999999996,exo,0.5758668777325493,0.625
25,-0.07499999999999996,exo,0.5792759686416404,0.625
26,-0.06999999999999995,exo,0.5948062716719433,0.625
27,-0.06499999999999995,exo,0.5599577868234584,0.625
28,-0.06000000000000005,exo,0.5254880898537616,0.625
29,-0.05500000000000005,exo,0.5531396050052767,0.625
30,-0.050000000000000044,exo,0.527382029247701,0.625
31,-0.04500000000000004,exo,0.5656396050052765,0.625
32,-0.040000000000000036,exo,0.5569274837931555,0.625
33,-0.03500000000000003,exo,0.5448062716719433,0.625
34,-0.030000000000000027,exo,0.5311699080355797,0.625
35,-0.025000000000000022,exo,0.5406396050052767,0.625
36,-0.020000000000000018,exo,0.5705638474295192,0.625
37,-0.015000000000000013,exo,0.5156396050052767,0.625
38,-0.010000000000000009,exo,0.5565486959143676,0.625
39,-0.0050000000000000044,exo,0.5830638474295191,0.625
40,0.0,exo,0.586094150459822,0.625
41,0.004999999999999893,exo,0.5982153625810342,0.625
42,0.010000000000000009,exo,0.6307911201567918,0.625
43,0.014999999999999902,exo,0.639882029247701,0.625
44,0.020000000000000018,exo,0.6379880898537615,0.625
45,0.02499999999999991,exo,0.608063847429519,0.625
46,0.030000000000000027,exo,0.5698062716719433,0.625
47,0.03499999999999992,exo,0.5720789989446706,0.625
48,0.040000000000000036,exo,0.583442635308307,0.625
49,0.04499999999999993,exo,0.5758668777325493,0.625
50,0.050000000000000044,exo,0.586094150459822,0.625
51,0.05499999999999994,exo,0.589503241368913,0.625
52,0.06000000000000005,exo,0.6349577868234586,0.625
53,0.06499999999999995,exo,0.6273820292477009,0.625
54,0.07000000000000006,exo,0.5913971807628524,0.625
55,0.07499999999999996,exo,0.5823062716719434,0.625
56,0.08000000000000007,exo,0.5698062716719434,0.625
57,0.08499999999999996,exo,0.5542759686416402,0.625
58,0.09000000000000008,exo,0.539503241368913,0.625
59,0.09499999999999997,exo,0.5281396050052767,0.625
60,0.10000000000000009,exo,0.5478365747022463,0.625
61,0.10499999999999998,exo,0.5633668777325495,0.625
62,0.1100000000000001,exo,0.5823062716719434,0.625
63,0.11499999999999999,exo,0.5913971807628524,0.625
64,0.1200000000000001,exo,0.6353365747022464,0.625
65,0.125,exo,0.6860941504598221,0.625
66,0.1299999999999999,exo,0.7092002110658828,0.625
67,0.135,exo,0.7315486959143676,0.625
68,0.1399999999999999,exo,0.6857153625810342,0.625
69,0.14500000000000002,exo,0.6679123322780041,0.625
