channel,attention,cued_side,timepoint,erp,time
Oz,0,1,22,5.581744669228275e-07,0.009999999999999995
Iz,0,1,22,2.6357643741836527e-07,0.009999999999999995
O2,0,1,23,-4.309916091682607e-07,0.015
PO4,0,1,23,-1.8148236344649526e-07,0.015
P4,0,1,23,8.835342220471544e-08,0.015
P6,0,1,23,-6.025832108620048e-07,0.015
P2,0,1,23,3.5749804287225665e-07,0.015
P1,0,1,23,6.066640715981948e-07,0.015
P3,0,1,23,7.669032952110453e-07,0.015
P5,0,1,23,1.156215884600856e-07,0.015
PO3,0,1,23,4.6432379296498674e-07,0.015
O1,0,1,23,-5.429429115170689e-07,0.015
Pz,0,1,23,8.127531310318821e-07,0.015
POz,0,1,23,1.087550041477536e-07,0.015
Oz,0,1,23,1.349649766669564e-07,0.015
Iz,0,1,23,-7.721791228924545e-08,0.015
O2,0,1,24,-1.158401938249579e-06,0.01999999999999999
PO4,0,1,24,-6.19447128023591e-07,0.01999999999999999
P4,0,1,24,-2.1055432692746906e-07,0.01999999999999999
P6,0,1,24,-7.630657060883246e-07,0.01999999999999999
P2,0,1,24,1.0368825503052936e-07,0.01999999999999999
P1,0,1,24,3.412121542867519e-07,0.01999999999999999
P3,0,1,24,7.292975436756707e-07,0.01999999999999999
P5,0,1,24,1.1976000786044715e-07,0.01999999999999999
PO3,0,1,24,2.1277328111897087e-07,0.01999999999999999
O1,0,1,24,-6.545910933447465e-07,0.01999999999999999
Pz,0,1,24,7.595221245550675e-07,0.01999999999999999
POz,0,1,24,-2.5872400868986626e-07,0.01999999999999999
Oz,0,1,24,-3.1637398779629396e-07,0.01999999999999999
Iz,0,1,24,-5.728875525580967e-07,0.01999999999999999
O2,0,1,25,-1.1883889756193584e-06,0.024999999999999994
PO4,0,1,25,-5.959898736443725e-07,0.024999999999999994
P4,0,1,25,-1.7367259844116003e-07,0.024999999999999994
P6,0,1,25,-8.023042623138318e-07,0.024999999999999994
P2,0,1,25,-7.735709727982192e-08,0.024999999999999994
P1,0,1,25,1.0585797314029735e-07,0.024999999999999994
P3,0,1,25,3.111944259250662e-07,0.024999999999999994
P5,0,1,25,-1.8931106913129403e-07,0.024999999999999994
PO3,0,1,25,-1.5508940684740946e-07,0.024999999999999994
O1,0,1,25,-8.788818778384631e-07,0.024999999999999994
Pz,0,1,25,6.803420957872412e-07,0.024999999999999994
POz,0,1,25,-4.6434096330672205e-07,0.024999999999999994
Oz,0,1,25,-4.085870185817007e-07,0.024999999999999994
Iz,0,1,25,-3.999298332420872e-07,0.024999999999999994
O2,0,1,26,-1.4419563610113302e-06,0.03
PO4,0,1,26,-8.640345762904292e-07,0.03
P4,0,1,26,-2.77934539714627e-07,0.03
P6,0,1,26,-8.689077114151817e-07,0.03
P2,0,1,26,-3.000593085755964e-07,0.03
P1,0,1,26,-2.7883695952375865e-07,0.03
P3,0,1,26,8.860530108034e-08,0.03
P5,0,1,26,-3.326992989326095e-07,0.03
PO3,0,1,26,-5.152374556696482e-07,0.03
O1,0,1,26,-1.228176232116653e-06,0.03
Pz,0,1,26,4.4166239298650094e-07,0.03
POz,0,1,26,-7.81114390068697e-07,0.03
Oz,0,1,26,-9.020640596358239e-07,0.03
Iz,0,1,26,-5.814600873738637e-07,0.03
O2,0,1,27,-1.5346858667854342e-06,0.035
PO4,0,1,27,-1.1764368234332988e-06,0.035
P4,0,1,27,-5.429402461648621e-07,0.035
P6,0,1,27,-1.0551426381200806e-06,0.035
P2,0,1,27,-4.016005759258898e-07,0.035
P1,0,1,27,-4.7171378391592276e-07,0.035
P3,0,1,27,3.581562604461613e-08,0.035
P5,0,1,27,-3.3193658119077303e-07,0.035
PO3,0,1,27,-7.398723475607415e-07,0.035
O1,0,1,27,-1.3171059982739173e-06,0.035
Pz,0,1,27,7.459007407216038e-08,0.035
POz,0,1,27,-9.795383156629404e-07,0.035
Oz,0,1,27,-9.312360873084864e-07,0.035
Iz,0,1,27,-3.836329425120941e-07,0.035
O2,0,1,28,-1.325529824478071e-06,0.04000000000000001
PO4,0,1,28,-1.1467553994788782e-06,0.04000000000000001
P4,0,1,28,-5.693427022882967e-07,0.04000000000000001
P6,0,1,28,-7.923405953099144e-07,0.04000000000000001
P2,0,1,28,-5.533991135871564e-07,0.04000000000000001
P1,0,1,28,-5.009376141793155e-07,0.04000000000000001
P3,0,1,28,-7.72898734244281e-08,0.04000000000000001
P5,0,1,28,-5.591098066792781e-07,0.04000000000000001
PO3,0,1,28,-8.94384089961743e-07,0.04000000000000001
O1,0,1,28,-1.5057546389610332e-06,0.04000000000000001
Pz,0,1,28,-1.1499795822376292e-07,0.04000000000000001
POz,0,1,28,-9.626567058703798e-07,0.04000000000000001
Oz,0,1,28,-9.619388552944353e-07,0.04000000000000001
Iz,0,1,28,-4.7528951947204306e-07,0.04000000000000001
O2,0,1,29,-1.152715389395649e-06,0.044999999999999984
PO4,0,1,29,-1.0331541471780047e-06,0.044999999999999984
P4,0,1,29,-4.7239031037486144e-07,0.044999999999999984
P6,0,1,29,-6.080857317397422e-07,0.044999999999999984
P2,0,1,29,-7.067736737281603e-07,0.044999999999999984
P1,0,1,29,-5.593498680935115e-07,0.044999999999999984
P3,0,1,29,1.724669382973444e-07,0.044999999999999984
P5,0,1,29,-1.1487999733332373e-07,0.044999999999999984
PO3,0,1,29,-8.072319117116595e-07,0.044999999999999984
O1,0,1,29,-1.1557062962504579e-06,0.044999999999999984
Pz,0,1,29,-2.214440471347715e-07,0.044999999999999984
POz,0,1,29,-9.182638835505481e-07,0.044999999999999984
Oz,0,1,29,-7.574689389241406e-07,0.044999999999999984
Iz,0,1,29,4.059907757740875e-08,0.044999999999999984
O2,0,1,30,-6.933342840209469e-07,0.04999999999999999
PO4,0,1,30,-8.567267653816743e-07,0.04999999999999999
P4,0,1,30,-3.743529009451982e-07,0.04999999999999999
P6,0,1,30,-2.839603507678232e-07,0.04999999999999999
P2,0,1,30,-8.2328976894994e-07,0.04999999999999999
P1,0,1,30,-6.637148501555623e-07,0.04999999999999999
P3,0,1,30,-2.093889607662252e-07,0.04999999999999999
P5,0,1,30,-4.990823949773673e-07,0.04999999999999999
PO3,0,1,30,-8.803746133697729e-07,0.04999999999999999
O1,0,1,30,-1.1678259244773684e-06,0.04999999999999999
Pz,0,1,30,-3.9871566140980147e-07,0.04999999999999999
POz,0,1,30,-9.851700244827336e-07,0.04999999999999999
Oz,0,1,30,-6.598246071157071e-07,0.04999999999999999
Iz,0,1,30,1.788103865471173e-07,0.04999999999999999
O2,0,1,31,-1.1854166899206094e-06,0.05499999999999999
PO4,0,1,31,-1.2250390496530774e-06,0.05499999999999999
P4,0,1,31,-7.274141255403393e-07,0.05499999999999999
P6,0,1,31,-5.536716036080267e-07,0.05499999999999999
P2,0,1,31,-1.2506223193335858e-06,0.05499999999999999
P1,0,1,31,-9.889610848853902e-07,0.05499999999999999
P3,0,1,31,-3.7003691030762713e-07,0.05499999999999999
P5,0,1,31,-5.985073830863995e-07,0.05499999999999999
PO3,0,1,31,-1.2890178585064415e-06,0.05499999999999999
O1,0,1,31,-1.5408891971537524e-06,0.05499999999999999
Pz,0,1,31,-6.783250666962783e-07,0.05499999999999999
POz,0,1,31,-1.458104908025886e-06,0.05499999999999999
Oz,0,1,31,-1.2619037203479352e-06,0.05499999999999999
Iz,0,1,31,-2.8222409884570616e-07,0.05499999999999999
O2,0,1,32,-1.116229112692204e-06,0.06
PO4,0,1,32,-8.651052126339765e-07,0.06
P4,0,1,32,-5.20035049982747e-07,0.06
P6,0,1,32,-2.588289752819339e-07,0.06
P2,0,1,32,-8.672625849234171e-07,0.06
P1,0,1,32,-8.158535515189342e-07,0.06
P3,0,1,32,-3.5560642467627835e-07,0.06
P5,0,1,32,-5.593976114208834e-07,0.06
PO3,0,1,32,-1.199851899141344e-06,0.06
O1,0,1,32,-1.4012933839421368e-06,0.06
Pz,0,1,32,-4.257056994031633e-07,0.06
POz,0,1,32,-1.2949692469708062e-06,0.06
Oz,0,1,32,-1.104795758802126e-06,0.06
Iz,0,1,32,-2.5845775617397873e-07,0.06
O2,0,1,33,-3.5214565198315123e-07,0.065
PO4,0,1,33,-4.839772047755952e-07,0.065
P4,0,1,33,-3.360977895197848e-07,0.065
P6,0,1,33,-3.166193136645634e-07,0.065
P2,0,1,33,-6.454677282281762e-07,0.065
P1,0,1,33,-3.154144728069159e-07,0.065
P3,0,1,33,1.3203971920712438e-07,0.065
P5,0,1,33,3.6280553737146263e-08,0.065
PO3,0,1,33,-4.353496898093257e-07,0.065
O1,0,1,33,-8.083393714722394e-07,0.065
Pz,0,1,33,-1.2885234300114476e-07,0.065
POz,0,1,33,-7.098302974606314e-07,0.065
Oz,0,1,33,-5.105374339750345e-07,0.065
Iz,0,1,33,-5.2791413843554417e-08,0.065
O2,0,1,34,-1.9176359623814383e-07,0.07
PO4,0,1,34,-3.3164655425772865e-07,0.07
P4,0,1,34,-5.836163996915168e-07,0.07
P6,0,1,34,-2.821950576975444e-07,0.07
P2,0,1,34,-5.885197429585165e-07,0.07
P1,0,1,34,-2.9377724965419526e-07,0.07
P3,0,1,34,2.903689718492526e-07,0.07
P5,0,1,34,8.776474023301558e-08,0.07
PO3,0,1,34,-1.0378418911115854e-07,0.07
O1,0,1,34,-3.4181244068440323e-07,0.07
Pz,0,1,34,-6.05675049964606e-08,0.07
POz,0,1,34,-7.005869158336435e-07,0.07
Oz,0,1,34,-2.170253270673309e-07,0.07
Iz,0,1,34,3.377571108326587e-07,0.07
O2,0,1,35,2.1486865812348882e-07,0.07500000000000001
PO4,0,1,35,-1.4144415038914525e-07,0.07500000000000001
P4,0,1,35,-3.8220204811352135e-07,0.07500000000000001
P6,0,1,35,-7.482314544399813e-08,0.07500000000000001
P2,0,1,35,-5.243892537716306e-07,0.07500000000000001
P1,0,1,35,-1.8547451547499527e-08,0.07500000000000001
P3,0,1,35,8.677298177939129e-07,0.07500000000000001
P5,0,1,35,1.0006154717801691e-06,0.07500000000000001
PO3,0,1,35,2.2581958588472128e-07,0.07500000000000001
O1,0,1,35,2.1696692210652577e-07,0.07500000000000001
Pz,0,1,35,2.7640315753987337e-08,0.07500000000000001
POz,0,1,35,-5.356012358751153e-07,0.07500000000000001
Oz,0,1,35,1.7572368748606718e-07,0.07500000000000001
Iz,0,1,35,9.64110001245092e-07,0.07500000000000001
O2,0,1,36,5.4024855474255414e-08,0.07999999999999999
PO4,0,1,36,1.6425770751326476e-07,0.07999999999999999
P4,0,1,36,1.3158370871260506e-08,0.07999999999999999
P6,0,1,36,-2.579984655186752e-07,0.07999999999999999
P2,0,1,36,-7.175779709741996e-08,0.07999999999999999
P1,0,1,36,2.481763307807321e-07,0.07999999999999999
P3,0,1,36,8.576245723331839e-07,0.07999999999999999
P5,0,1,36,6.892209270210296e-07,0.07999999999999999
PO3,0,1,36,3.529531972467934e-07,0.07999999999999999
O1,0,1,36,-9.839532446740185e-08,0.07999999999999999
Pz,0,1,36,3.79195418201955e-07,0.07999999999999999
POz,0,1,36,-1.5462879468723795e-07,0.07999999999999999
Oz,0,1,36,1.3288453385239468e-07,0.07999999999999999
Iz,0,1,36,7.394597204677527e-07,0.07999999999999999
O2,0,1,37,2.60694978756561e-07,0.08499999999999999
PO4,0,1,37,4.239103837265713e-07,0.08499999999999999
P4,0,1,37,1.2949346096811613e-07,0.08499999999999999
P6,0,1,37,-1.7164310725952323e-07,0.08499999999999999
P2,0,1,37,2.9256477899259317e-07,0.08499999999999999
P1,0,1,37,5.816379287922363e-07,0.08499999999999999
P3,0,1,37,1.0469988436366239e-06,0.08499999999999999
P5,0,1,37,7.514163472395845e-07,0.08499999999999999
PO3,0,1,37,5.904437513876646e-07,0.08499999999999999
O1,0,1,37,5.066005621461412e-08,0.08499999999999999
Pz,0,1,37,6.76089271691234e-07,0.08499999999999999
POz,0,1,37,2.6867427390277944e-07,0.08499999999999999
Oz,0,1,37,3.937641066282664e-07,0.08499999999999999
Iz,0,1,37,6.892910311704993e-07,0.08499999999999999
O2,0,1,38,-5.13645119085347e-07,0.09
PO4,0,1,38,-5.6079509475539837e-08,0.09
P4,0,1,38,6.255395171719184e-08,0.09
P6,0,1,38,-4.188644475013484e-07,0.09
P2,0,1,38,2.0299663773060169e-07,0.09
P1,0,1,38,6.889186361842922e-07,0.09
P3,0,1,38,1.267908047754433e-06,0.09
P5,0,1,38,9.274309132881722e-07,0.09
PO3,0,1,38,4.957492355993523e-07,0.09
O1,0,1,38,-4.2086357105183287e-07,0.09
Pz,0,1,38,7.634285663197183e-07,0.09
POz,0,1,38,-1.1891926470313699e-09,0.09
Oz,0,1,38,-1.8285641413587748e-07,0.09
Iz,0,1,38,2.818441592797644e-07,0.09
O2,0,1,39,-1.0211163963509876e-06,0.095
PO4,0,1,39,-2.467522326090462e-07,0.095
P4,0,1,39,-3.238146704038811e-08,0.095
P6,0,1,39,-5.689200823812407e-07,0.095
P2,0,1,39,2.9629692691306556e-07,0.095
P1,0,1,39,6.231597671789694e-07,0.095
P3,0,1,39,9.819629881301145e-07,0.095
P5,0,1,39,4.043228953313506e-07,0.095
PO3,0,1,39,-6.863533675172992e-08,0.095
O1,0,1,39,-1.1124576686324491e-06,0.095
Pz,0,1,39,8.538611367011108e-07,0.095
POz,0,1,39,-1.2972815529373352e-07,0.095
Oz,0,1,39,-8.218045565644031e-07,0.095
Iz,0,1,39,-3.7191142278830563e-07,0.095
O2,0,1,40,-4.2212650240959893e-07,0.1
PO4,0,1,40,1.2880570448983776e-07,0.1
P4,0,1,40,2.5830921237471026e-07,0.1
P6,0,1,40,-3.082875579296389e-07,0.1
P2,0,1,40,4.6768961861279617e-07,0.1
P1,0,1,40,8.929248154197559e-07,0.1
P3,0,1,40,9.555477951241586e-07,0.1
P5,0,1,40,6.214363411844228e-07,0.1
PO3,0,1,40,3.595341177531303e-07,0.1
O1,0,1,40,-4.002987502774175e-08,0.1
Pz,0,1,40,9.065332078614153e-07,0.1
POz,0,1,40,3.822860498699861e-07,0.1
Oz,0,1,40,3.737284516064573e-08,0.1
Iz,0,1,40,3.7377337450673413e-07,0.1
O2,0,1,41,-1.212436989641342e-06,0.10500000000000001
PO4,0,1,41,-4.816119685232796e-07,0.10500000000000001
P4,0,1,41,1.056968761767503e-08,0.10500000000000001
P6,0,1,41,-7.126415241433252e-07,0.10500000000000001
P2,0,1,41,4.6962887456472814e-08,0.10500000000000001
P1,0,1,41,5.703730978567569e-07,0.10500000000000001
P3,0,1,41,8.548014922096431e-07,0.10500000000000001
P5,0,1,41,7.400230365286806e-07,0.10500000000000001
PO3,0,1,41,1.5306694947960051e-07,0.10500000000000001
O1,0,1,41,-5.021100369578692e-08,0.10500000000000001
Pz,0,1,41,6.566762100567908e-07,0.10500000000000001
POz,0,1,41,-2.0581557602044798e-07,0.10500000000000001
Oz,0,1,41,-2.670215595382769e-07,0.10500000000000001
Iz,0,1,41,6.088759085999686e-08,0.10500000000000001
O2,0,1,42,-1.8100870194985283e-06,0.10999999999999999
PO4,0,1,42,-9.527805939054315e-07,0.10999999999999999
P4,0,1,42,-5.00219835499382e-07,0.10999999999999999
P6,0,1,42,-1.1472618460819431e-06,0.10999999999999999
P2,0,1,42,-3.484698835244544e-07,0.10999999999999999
P1,0,1,42,3.941258696961141e-07,0.10999999999999999
P3,0,1,42,1.0478772321083232e-06,0.10999999999999999
P5,0,1,42,1.0181615776274641e-06,0.10999999999999999
PO3,0,1,42,8.927776086163226e-08,0.10999999999999999
O1,0,1,42,8.682861244246238e-08,0.10999999999999999
Pz,0,1,42,2.6189633691989507e-07,0.10999999999999999
POz,0,1,42,-6.254021515861029e-07,0.10999999999999999
Oz,0,1,42,-6.342000615729631e-07,0.10999999999999999
Iz,0,1,42,8.551516643985337e-08,0.10999999999999999
O2,0,1,43,-1.7187171496465026e-06,0.11499999999999999
PO4,0,1,43,-9.03028699814227e-07,0.11499999999999999
P4,0,1,43,-6.645542012963519e-07,0.11499999999999999
P6,0,1,43,-1.4452621934475594e-06,0.11499999999999999
P2,0,1,43,-3.5631288501525e-07,0.11499999999999999
P1,0,1,43,7.174671944154989e-07,0.11499999999999999
P3,0,1,43,1.6744824448694027e-06,0.11499999999999999
P5,0,1,43,1.8429406924006508e-06,0.11499999999999999
PO3,0,1,43,9.374007495492351e-07,0.11499999999999999
O1,0,1,43,6.692419811908342e-07,0.11499999999999999
Pz,0,1,43,3.6022642316389535e-07,0.11499999999999999
POz,0,1,43,-4.3160220575156527e-07,0.11499999999999999
Oz,0,1,43,-3.357325870389696e-07,0.11499999999999999
Iz,0,1,43,3.102765440666121e-07,0.11499999999999999
O2,0,1,44,-1.6386489692823378e-06,0.12
PO4,0,1,44,-1.2377573907917802e-06,0.12
P4,0,1,44,-1.0208545322505962e-06,0.12
P6,0,1,44,-1.6901138921483927e-06,0.12
P2,0,1,44,-5.388685000022108e-07,0.12
P1,0,1,44,8.048845482925058e-07,0.12
P3,0,1,44,2.00616438165773e-06,0.12
P5,0,1,44,2.4798072484878596e-06,0.12
PO3,0,1,44,1.1707068523706427e-06,0.12
O1,0,1,44,1.4957972080599547e-06,0.12
Pz,0,1,44,4.0116626482366906e-07,0.12
POz,0,1,44,-6.382937669779847e-07,0.12
Oz,0,1,44,-3.3001711757527763e-07,0.12
Iz,0,1,44,6.811500354455685e-07,0.12
O2,0,1,45,-2.1661429610807826e-06,0.125
PO4,0,1,45,-1.6415884349592193e-06,0.125
P4,0,1,45,-1.2375304328693856e-06,0.125
P6,0,1,45,-1.8959016616946343e-06,0.125
P2,0,1,45,-8.356301570192821e-07,0.125
P1,0,1,45,5.805183744360701e-07,0.125
P3,0,1,45,1.902858870020942e-06,0.125
P5,0,1,45,2.233057953178569e-06,0.125
PO3,0,1,45,5.440610119914921e-07,0.125
O1,0,1,45,6.858693719679583e-07,0.125
Pz,0,1,45,2.507324095385612e-07,0.125
POz,0,1,45,-1.2365646090558542e-06,0.125
Oz,0,1,45,-1.0833493945597993e-06,0.125
Iz,0,1,45,2.6337511715376717e-07,0.125
O2,0,1,46,-2.2221800985003814e-06,0.13
PO4,0,1,46,-1.5488990299919076e-06,0.13
P4,0,1,46,-1.1450619249348779e-06,0.13
P6,0,1,46,-1.7756693339096003e-06,0.13
P2,0,1,46,-7.766147815496954e-07,0.13
P1,0,1,46,5.888209795688362e-07,0.13
P3,0,1,46,1.7064978127348155e-06,0.13
P5,0,1,46,2.2362406980064894e-06,0.13
PO3,0,1,46,5.95991937839146e-07,0.13
O1,0,1,46,5.543272232120864e-07,0.13
Pz,0,1,46,2.4206354782678853e-07,0.13
POz,0,1,46,-1.351036272443506e-06,0.13
Oz,0,1,46,-1.1296567065307365e-06,0.13
Iz,0,1,46,2.445979557544857e-07,0.13
O2,0,1,47,-2.7574716356058204e-06,0.135
PO4,0,1,47,-2.0066128671751518e-06,0.135
P4,0,1,47,-1.3982334472966988e-06,0.135
P6,0,1,47,-1.7653785783014744e-06,0.135
P2,0,1,47,-1.2022628853934308e-06,0.135
P1,0,1,47,-5.199731412215032e-08,0.135
P3,0,1,47,1.2684409830598983e-06,0.135
P5,0,1,47,2.0278271927015917e-06,0.135
PO3,0,1,47,-2.2409262025783709e-07,0.135
O1,0,1,47,-1.3769577739212207e-07,0.135
Pz,0,1,47,-1.5359234371431746e-07,0.135
POz,0,1,47,-1.918199278376303e-06,0.135
Oz,0,1,47,-1.6244187237992195e-06,0.135
Iz,0,1,47,-2.2609148525236888e-07,0.135
O2,0,1,48,-2.890654856654602e-06,0.13999999999999999
PO4,0,1,48,-2.234368386936313e-06,0.13999999999999999
P4,0,1,48,-1.398981694447577e-06,0.13999999999999999
P6,0,1,48,-1.5780707535031734e-06,0.13999999999999999
P2,0,1,48,-1.0822016330280553e-06,0.13999999999999999
P1,0,1,48,-2.7753783304570855e-07,0.13999999999999999
P3,0,1,48,4.809437430076018e-07,0.13999999999999999
P5,0,1,48,1.0592969105324282e-06,0.13999999999999999
PO3,0,1,48,-9.028466747082623e-07,0.13999999999999999
O1,0,1,48,-9.258592096661216e-07,0.13999999999999999
Pz,0,1,48,-2.324180228878521e-07,0.13999999999999999
POz,0,1,48,-2.1497867543199978e-06,0.13999999999999999
Oz,0,1,48,-1.8228033508588412e-06,0.13999999999999999
Iz,0,1,48,-3.699242162966956e-07,0.13999999999999999
O2,0,1,49,-1.9663646679710684e-06,0.145
PO4,0,1,49,-1.4364456185397017e-06,0.145
P4,0,1,49,-6.919719197236153e-07,0.145
P6,0,1,49,-9.58646016265671e-07,0.145
P2,0,1,49,-6.64105092749639e-07,0.145
P1,0,1,49,-3.138331200892824e-07,0.145
P3,0,1,49,1.0215573338740485e-07,0.145
P5,0,1,49,3.642565158322717e-07,0.145
PO3,0,1,49,-9.21742409765362e-07,0.145
O1,0,1,49,-1.009983086979748e-06,0.145
Pz,0,1,49,1.0911433106522236e-08,0.145
POz,0,1,49,-1.6002273507716248e-06,0.145
Oz,0,1,49,-1.2929778487973516e-06,0.145
Iz,0,1,49,3.793981691147084e-07,0.145
O2,0,1,50,-1.1668566324959266e-06,0.15
PO4,0,1,50,-9.420276590873032e-07,0.15
P4,0,1,50,-2.8785791279579183e-07,0.15
P6,0,1,50,-4.041924590796488e-07,0.15
P2,0,1,50,-4.857411941582121e-07,0.15
P1,0,1,50,-4.0226710289673963e-07,0.15
P3,0,1,50,-4.593355846346366e-07,0.15
P5,0,1,50,-1.655944652531701e-07,0.15
PO3,0,1,50,-1.2755721617828715e-06,0.15
O1,0,1,50,-1.1029595020114332e-06,0.15
Pz,0,1,50,5.558334593751539e-08,0.15
POz,0,1,50,-1.3635308816417033e-06,0.15
Oz,0,1,50,-9.117408922196414e-07,0.15
Iz,0,1,50,6.065937533684014e-07,0.15
O2,0,1,51,-7.310247574661237e-07,0.155
PO4,0,1,51,-6.432644658923879e-07,0.155
P4,0,1,51,1.511849568553198e-08,0.155
P6,0,1,51,5.283034091456084e-08,0.155
P2,0,1,51,-6.078679664074492e-08,0.155
P1,0,1,51,-5.399711397549149e-07,0.155
P3,0,1,51,-1.0646918139699317e-06,0.155
P5,0,1,51,-8.307827841391369e-07,0.155
PO3,0,1,51,-1.672856264795782e-06,0.155
O1,0,1,51,-1.3762390195654466e-06,0.155
Pz,0,1,51,8.587843787598462e-08,0.155
POz,0,1,51,-1.1381235882492466e-06,0.155
Oz,0,1,51,-7.439304704765304e-07,0.155
Iz,0,1,51,9.903457133302581e-07,0.155
O2,0,1,52,-2.0570584507319804e-07,0.16
PO4,0,1,52,-1.906819833248397e-07,0.16
P4,0,1,52,2.921116195471636e-07,0.16
P6,0,1,52,3.857787077732157e-07,0.16
P2,0,1,52,2.539132730182473e-07,0.16
P1,0,1,52,-7.045272944510643e-07,0.16
P3,0,1,52,-1.6245378768329553e-06,0.16
P5,0,1,52,-1.4702701582356131e-06,0.16
PO3,0,1,52,-1.9662782043949277e-06,0.16
O1,0,1,52,-1.765276476749792e-06,0.16
Pz,0,1,52,2.899191268737253e-07,0.16
POz,0,1,52,-9.811524743457965e-07,0.16
Oz,0,1,52,-3.0597336747059665e-07,0.16
Iz,0,1,52,1.1675402590443486e-06,0.16
O2,0,1,53,9.229362711761647e-07,0.165
PO4,0,1,53,6.4737888108803e-07,0.165
P4,0,1,53,8.237526413015088e-07,0.165
P6,0,1,53,9.953547408196428e-07,0.165
P2,0,1,53,9.046011482860256e-07,0.165
P1,0,1,53,-4.072593447939347e-07,0.165
P3,0,1,53,-1.9078857657422638e-06,0.165
P5,0,1,53,-1.9062046603617564e-06,0.165
PO3,0,1,53,-1.4761260990816295e-06,0.165
O1,0,1,53,-1.0210255831655534e-06,0.165
Pz,0,1,53,8.013774147695471e-07,0.165
POz,0,1,53,-1.2964558144603141e-07,0.165
Oz,0,1,53,7.108120213625189e-07,0.165
Iz,0,1,53,2.1327641945573287e-06,0.165
O2,0,1,54,1.397412704741884e-06,0.17
PO4,0,1,54,1.0628094355777866e-06,0.17
P4,0,1,54,1.2442245787506091e-06,0.17
P6,0,1,54,1.3470032905387217e-06,0.17
P2,0,1,54,1.2393871457227622e-06,0.17
P1,0,1,54,-3.428510623875945e-07,0.17
P3,0,1,54,-2.049815261796437e-06,0.17
P5,0,1,54,-2.2806185963660135e-06,0.17
PO3,0,1,54,-1.5329760427162526e-06,0.17
O1,0,1,54,-1.3023440887682998e-06,0.17
Pz,0,1,54,1.0341319625099304e-06,0.17
POz,0,1,54,3.8946705535547523e-07,0.17
Oz,0,1,54,9.081837160153682e-07,0.17
Iz,0,1,54,1.9429959980172722e-06,0.17
O2,0,1,55,1.7585091239130735e-06,0.17500000000000002
PO4,0,1,55,1.8165204523674985e-06,0.17500000000000002
P4,0,1,55,1.6395701756165454e-06,0.17500000000000002
P6,0,1,55,1.6605979192771502e-06,0.17500000000000002
P2,0,1,55,1.7254164890330455e-06,0.17500000000000002
P1,0,1,55,3.799358412542108e-09,0.17500000000000002
P3,0,1,55,-2.105633044577951e-06,0.17500000000000002
P5,0,1,55,-2.149331465024596e-06,0.17500000000000002
PO3,0,1,55,-1.3658707101740904e-06,0.17500000000000002
O1,0,1,55,-1.1574537329575464e-06,0.17500000000000002
Pz,0,1,55,1.4350521069106222e-06,0.17500000000000002
POz,0,1,55,9.274963500395562e-07,0.17500000000000002
Oz,0,1,55,1.2572717117072217e-06,0.17500000000000002
Iz,0,1,55,1.9703990194353713e-06,0.17500000000000002
O2,0,1,56,2.4914214622580923e-06,0.18000000000000002
PO4,0,1,56,2.4798251643723326e-06,0.18000000000000002
P4,0,1,56,2.130923884105189e-06,0.18000000000000002
P6,0,1,56,2.221497533572266e-06,0.18000000000000002
P2,0,1,56,2.1500208930684687e-06,0.18000000000000002
P1,0,1,56,1.995491675494323e-07,0.18000000000000002
P3,0,1,56,-2.2402942991347538e-06,0.18000000000000002
P5,0,1,56,-2.8049956681330416e-06,0.18000000000000002
PO3,0,1,56,-1.282941409874537e-06,0.18000000000000002
O1,0,1,56,-9.464389177123284e-07,0.18000000000000002
Pz,0,1,56,1.7640606082919767e-06,0.18000000000000002
POz,0,1,56,1.4793319715368505e-06,0.18000000000000002
Oz,0,1,56,1.942784329447444e-06,0.18000000000000002
Iz,0,1,56,2.493057326696083e-06,0.18000000000000002
O2,0,1,57,3.0246494256155116e-06,0.18500000000000003
PO4,0,1,57,2.879265093098503e-06,0.18500000000000003
P4,0,1,57,2.3087200716384596e-06,0.18500000000000003
P6,0,1,57,2.4555914915755627e-06,0.18500000000000003
P2,0,1,57,2.403466507556489e-06,0.18500000000000003
P1,0,1,57,3.7678857280020757e-07,0.18500000000000003
P3,0,1,57,-2.114424101259481e-06,0.18500000000000003
P5,0,1,57,-2.901952694149843e-06,0.18500000000000003
PO3,0,1,57,-9.510510938229247e-07,0.18500000000000003
O1,0,1,57,-7.491838433686148e-07,0.18500000000000003
Pz,0,1,57,2.033335411074169e-06,0.18500000000000003
POz,0,1,57,1.9678992626623136e-06,0.18500000000000003
Oz,0,1,57,2.2435425215225916e-06,0.18500000000000003
Iz,0,1,57,2.4975019413463856e-06,0.18500000000000003
O2,0,1,58,3.1078139683823316e-06,0.18999999999999997
PO4,0,1,58,3.1329243064449748e-06,0.18999999999999997
P4,0,1,58,2.2787158594265712e-06,0.18999999999999997
P6,0,1,58,2.4767250973557346e-06,0.18999999999999997
P2,0,1,58,2.464489391471844e-06,0.18999999999999997
P1,0,1,58,4.252808765358947e-07,0.18999999999999997
P3,0,1,58,-1.906433109338788e-06,0.18999999999999997
P5,0,1,58,-2.7816474414575687e-06,0.18999999999999997
PO3,0,1,58,-8.67198248957906e-07,0.18999999999999997
O1,0,1,58,-8.430357859080194e-07,0.18999999999999997
Pz,0,1,58,2.0566168862888395e-06,0.18999999999999997
POz,0,1,58,2.206302148963292e-06,0.18999999999999997
