,time,attention,score,best_time
0,-0.19999999999999996,exo,0.5315128900949797,1.88
1,-0.19499999999999995,exo,0.5206037991858887,1.88
2,-0.18999999999999995,exo,0.5465128900949796,1.88
3,-0.18500000000000005,exo,0.583785617367707,1.88
4,-0.18000000000000005,exo,0.5515128900949797,1.88
5,-0.17500000000000004,exo,0.512123473541384,1.88
6,-0.17000000000000004,exo,0.5083310719131615,1.88
7,-0.16500000000000004,exo,0.5574219810040706,1.88
8,-0.16000000000000003,exo,0.517876526458616,1.88
9,-0.15500000000000003,exo,0.5056037991858888,1.88
10,-0.15000000000000002,exo,0.5174219810040706,1.88
11,-0.14500000000000002,exo,0.5346947082767978,1.88
12,-0.14,exo,0.5578765264586161,1.88
13,-0.135,exo,0.5301492537313433,1.88
14,-0.13,exo,0.5098507462686567,1.88
15,-0.125,exo,0.5510583446404343,1.88
16,-0.12,exo,0.5183310719131615,1.88
17,-0.11499999999999999,exo,0.5646947082767979,1.88
18,-0.10999999999999999,exo,0.5933310719131615,1.88
19,-0.10499999999999998,exo,0.5569674355495251,1.88
20,-0.09999999999999998,exo,0.5237856173677069,1.88
21,-0.09499999999999997,exo,0.5583310719131616,1.88
22,-0.08999999999999997,exo,0.5142401628222524,1.88
23,-0.08499999999999996,exo,0.5065128900949796,1.88
24,-0.07999999999999996,exo,0.5246947082767979,1.88
25,-0.07499999999999996,exo,0.5560583446404341,1.88
26,-0.06999999999999995,exo,0.5442401628222524,1.88
27,-0.06499999999999995,exo,0.5546947082767977,1.88
28,-0.06000000000000005,exo,0.5451492537313434,1.88
29,-0.05500000000000005,exo,0.603785617367707,1.88
30,-0.050000000000000044,exo,0.558785617367707,1.88
31,-0.04500000000000004,exo,0.5265128900949796,1.88
32,-0.040000000000000036,exo,0.5274219810040706,1.88
33,-0.03500000000000003,exo,0.5542401628222522,1.88
34,-0.030000000000000027,exo,0.5542401628222524,1.88
35,-0.025000000000000022,exo,0.542876526458616,1.88
36,-0.020000000000000018,exo,0.5851492537313434,1.88
37,-0.015000000000000013,exo,0.5978765264586161,1.88
38,-0.010000000000000009,exo,0.5878765264586159,1.88
39,-0.0050000000000000044,exo,0.5319674355495252,1.88
40,0.0,exo,0.5003052917232023,1.88
41,0.004999999999999893,exo,0.5128765264586161,1.88
42,0.010000000000000009,exo,0.5465128900949796,1.88
43,0.014999999999999902,exo,0.5007598371777475,1.88
44,0.020000000000000018,exo,0.5103052917232022,1.88
45,0.02499999999999991,exo,0.5346947082767978,1.88
46,0.030000000000000027,exo,0.5406037991858887,1.88
47,0.03499999999999992,exo,0.5701492537313433,1.88
48,0.040000000000000036,exo,0.5456037991858889,1.88
49,0.04499999999999993,exo,0.5446947082767979,1.88
50,0.050000000000000044,exo,0.502876526458616,1.88
51,0.05499999999999994,exo,0.5765128900949796,1.88
52,0.06000000000000005,exo,0.542876526458616,1.88
53,0.06499999999999995,exo,0.5315128900949797,1.88
54,0.07000000000000006,exo,0.547876526458616,1.88
55,0.07499999999999996,exo,0.5424219810040706,1.88
56,0.08000000000000007,exo,0.5296947082767979,1.88
