channel,attention,cued_side,timepoint,erp,time
PO3,0,0,5,-1.7795445052013347e-06,-0.07500000000000001
O1,0,0,5,-7.433513514858366e-07,-0.07500000000000001
Pz,0,0,5,-2.629195927570494e-06,-0.07500000000000001
POz,0,0,5,-1.884635235290864e-06,-0.07500000000000001
Oz,0,0,5,-5.508693023209387e-07,-0.07500000000000001
Iz,0,0,5,5.124640232000084e-07,-0.07500000000000001
O2,0,0,6,-5.095596664671574e-07,-0.07
PO4,0,0,6,-1.6965149305016152e-06,-0.07
P4,0,0,6,-2.606732720794266e-06,-0.07
P6,0,0,6,-1.3442772185715786e-06,-0.07
P2,0,0,6,-2.748659445061561e-06,-0.07
P1,0,0,6,-2.7614015790268914e-06,-0.07
P3,0,0,6,-2.4557767859996016e-06,-0.07
P5,0,0,6,-1.2910283420462492e-06,-0.07
PO3,0,0,6,-1.7665640617913807e-06,-0.07
O1,0,0,6,-4.906190343572524e-07,-0.07
Pz,0,0,6,-2.795184059902634e-06,-0.07
POz,0,0,6,-1.8803171851700978e-06,-0.07
Oz,0,0,6,-4.111843486281903e-07,-0.07
Iz,0,0,6,7.879096038779625e-07,-0.07
O2,0,0,7,-1.046956865701586e-06,-0.065
PO4,0,0,7,-2.190354175908069e-06,-0.065
P4,0,0,7,-2.9508502880066967e-06,-0.065
P6,0,0,7,-1.693873619797566e-06,-0.065
P2,0,0,7,-3.12354166196988e-06,-0.065
P1,0,0,7,-2.6676734800606194e-06,-0.065
P3,0,0,7,-2.277289207834672e-06,-0.065
P5,0,0,7,-1.1019903108673878e-06,-0.065
PO3,0,0,7,-1.778376089841562e-06,-0.065
O1,0,0,7,-8.412381235273253e-07,-0.065
Pz,0,0,7,-2.974949219832134e-06,-0.065
POz,0,0,7,-2.22199333361658e-06,-0.065
Oz,0,0,7,-8.476560308241439e-07,-0.065
Iz,0,0,7,2.2153258027035557e-07,-0.065
O2,0,0,8,-1.0382171865102928e-06,-0.060000000000000005
PO4,0,0,8,-2.5260738502993445e-06,-0.060000000000000005
P4,0,0,8,-3.3325024603889977e-06,-0.060000000000000005
P6,0,0,8,-2.227528834741782e-06,-0.060000000000000005
P2,0,0,8,-3.513394548005111e-06,-0.060000000000000005
P1,0,0,8,-2.8395797620823697e-06,-0.060000000000000005
P3,0,0,8,-2.3012854203075673e-06,-0.060000000000000005
P5,0,0,8,-9.232724468812655e-07,-0.060000000000000005
PO3,0,0,8,-1.8287837703960205e-06,-0.060000000000000005
O1,0,0,8,-7.616824370483928e-07,-0.060000000000000005
Pz,0,0,8,-3.2444145824511763e-06,-0.060000000000000005
POz,0,0,8,-2.37780083335053e-06,-0.060000000000000005
Oz,0,0,8,-9.147438005273261e-07,-0.060000000000000005
Iz,0,0,8,3.191643458902647e-07,-0.060000000000000005
O2,0,0,9,-9.841826584217665e-07,-0.05500000000000001
PO4,0,0,9,-2.4316265610006817e-06,-0.05500000000000001
P4,0,0,9,-3.381357182764341e-06,-0.05500000000000001
P6,0,0,9,-2.141897964395804e-06,-0.05500000000000001
P2,0,0,9,-3.4176494221606695e-06,-0.05500000000000001
P1,0,0,9,-2.7470228259528174e-06,-0.05500000000000001
P3,0,0,9,-2.0819914630169205e-06,-0.05500000000000001
P5,0,0,9,-6.773460427436615e-07,-0.05500000000000001
PO3,0,0,9,-1.723859359976577e-06,-0.05500000000000001
O1,0,0,9,-7.345665263671932e-07,-0.05500000000000001
Pz,0,0,9,-3.201493235901696e-06,-0.05500000000000001
POz,0,0,9,-2.296536278317191e-06,-0.05500000000000001
Oz,0,0,9,-8.43396427726931e-07,-0.05500000000000001
Iz,0,0,9,3.4753950582326976e-07,-0.05500000000000001
O2,0,0,10,-7.891771715377596e-07,-0.05
PO4,0,0,10,-2.3789942981470202e-06,-0.05
P4,0,0,10,-3.2641493635343353e-06,-0.05
P6,0,0,10,-2.151064341655126e-06,-0.05
P2,0,0,10,-3.490907703509883e-06,-0.05
P1,0,0,10,-2.9311188104248696e-06,-0.05
P3,0,0,10,-2.2411263974629018e-06,-0.05
P5,0,0,10,-8.681095308200614e-07,-0.05
PO3,0,0,10,-1.8545153948684965e-06,-0.05
O1,0,0,10,-5.989167093523427e-07,-0.05
Pz,0,0,10,-3.3240938694953023e-06,-0.05
POz,0,0,10,-2.3183662213893792e-06,-0.05
Oz,0,0,10,-7.478469297020844e-07,-0.05
Iz,0,0,10,5.172362524095727e-07,-0.05
O2,0,0,11,-9.304833786440969e-07,-0.045000000000000005
PO4,0,0,11,-2.28378183708745e-06,-0.045000000000000005
P4,0,0,11,-3.0213152096151604e-06,-0.045000000000000005
P6,0,0,11,-2.012310239510201e-06,-0.045000000000000005
P2,0,0,11,-3.4463534202820774e-06,-0.045000000000000005
P1,0,0,11,-2.836807929314642e-06,-0.045000000000000005
P3,0,0,11,-2.0845261152989002e-06,-0.045000000000000005
P5,0,0,11,-7.056217617563182e-07,-0.045000000000000005
PO3,0,0,11,-1.550404875145137e-06,-0.045000000000000005
O1,0,0,11,-5.279473161677361e-07,-0.045000000000000005
Pz,0,0,11,-3.2963865181187937e-06,-0.045000000000000005
POz,0,0,11,-2.22439468416771e-06,-0.045000000000000005
Oz,0,0,11,-7.216037794022223e-07,-0.045000000000000005
Iz,0,0,11,3.187201164001958e-07,-0.045000000000000005
O2,0,0,12,-1.0104115624609457e-06,-0.04000000000000001
PO4,0,0,12,-2.249614354335062e-06,-0.04000000000000001
P4,0,0,12,-3.1205073482894816e-06,-0.04000000000000001
P6,0,0,12,-1.940504460133953e-06,-0.04000000000000001
P2,0,0,12,-3.4174469346231866e-06,-0.04000000000000001
P1,0,0,12,-2.8644287585356204e-06,-0.04000000000000001
P3,0,0,12,-2.2082807836216226e-06,-0.04000000000000001
P5,0,0,12,-8.75198162016803e-07,-0.04000000000000001
PO3,0,0,12,-1.8465203918560653e-06,-0.04000000000000001
O1,0,0,12,-6.810864560010916e-07,-0.04000000000000001
Pz,0,0,12,-3.248148757731237e-06,-0.04000000000000001
POz,0,0,12,-2.345567673293916e-06,-0.04000000000000001
Oz,0,0,12,-7.766709565413743e-07,-0.04000000000000001
Iz,0,0,12,2.8585120212358375e-07,-0.04000000000000001
O2,0,0,13,-1.0713638413095533e-06,-0.035
PO4,0,0,13,-2.473274934822333e-06,-0.035
P4,0,0,13,-3.393289473193476e-06,-0.035
P6,0,0,13,-2.4137941195787446e-06,-0.035
P2,0,0,13,-3.603221363967358e-06,-0.035
P1,0,0,13,-2.7257726347727234e-06,-0.035
P3,0,0,13,-1.8239091749117116e-06,-0.035
P5,0,0,13,-5.983890006379893e-07,-0.035
PO3,0,0,13,-1.7506344715264187e-06,-0.035
O1,0,0,13,-7.074593564768694e-07,-0.035
Pz,0,0,13,-3.270511102088023e-06,-0.035
POz,0,0,13,-2.335831183792153e-06,-0.035
Oz,0,0,13,-7.881648359118084e-07,-0.035
Iz,0,0,13,2.678241910530495e-07,-0.035
O2,0,0,14,-1.0199116050068722e-06,-0.03
PO4,0,0,14,-2.3571590850449548e-06,-0.03
P4,0,0,14,-3.221040843592013e-06,-0.03
P6,0,0,14,-2.1744888889817887e-06,-0.03
P2,0,0,14,-3.433826040202605e-06,-0.03
P1,0,0,14,-2.6228014170458783e-06,-0.03
P3,0,0,14,-1.7364275376361116e-06,-0.03
P5,0,0,14,-2.4484982478611394e-07,-0.03
PO3,0,0,14,-1.6900784816383457e-06,-0.03
O1,0,0,14,-3.764363133559462e-07,-0.03
Pz,0,0,14,-3.215176899486484e-06,-0.03
POz,0,0,14,-2.2305643989236527e-06,-0.03
Oz,0,0,14,-6.25712446929357e-07,-0.03
Iz,0,0,14,4.874706260317783e-07,-0.03
O2,0,0,15,-9.113086380978903e-07,-0.02500000000000001
PO4,0,0,15,-2.3118848010055553e-06,-0.02500000000000001
P4,0,0,15,-3.1921198618854567e-06,-0.02500000000000001
P6,0,0,15,-2.4010767776904137e-06,-0.02500000000000001
P2,0,0,15,-3.4238251435702463e-06,-0.02500000000000001
P1,0,0,15,-2.6860171779618573e-06,-0.02500000000000001
P3,0,0,15,-1.7516929253367627e-06,-0.02500000000000001
P5,0,0,15,-4.984360769515892e-07,-0.02500000000000001
PO3,0,0,15,-1.6445877365879877e-06,-0.02500000000000001
O1,0,0,15,-3.128461180706177e-07,-0.02500000000000001
Pz,0,0,15,-3.214813954294122e-06,-0.02500000000000001
POz,0,0,15,-2.1111368067392212e-06,-0.02500000000000001
Oz,0,0,15,-5.612453934156052e-07,-0.02500000000000001
Iz,0,0,15,4.1979600346587754e-07,-0.02500000000000001
O2,0,0,16,-9.644110159220139e-07,-0.020000000000000004
PO4,0,0,16,-2.3620767403705487e-06,-0.020000000000000004
P4,0,0,16,-3.4876971022112246e-06,-0.020000000000000004
P6,0,0,16,-2.6018823913799627e-06,-0.020000000000000004
P2,0,0,16,-3.5330002627394888e-06,-0.020000000000000004
P1,0,0,16,-2.76281286029691e-06,-0.020000000000000004
P3,0,0,16,-1.885306349212864e-06,-0.020000000000000004
P5,0,0,16,-4.291333697506469e-07,-0.020000000000000004
PO3,0,0,16,-1.7517723866651721e-06,-0.020000000000000004
O1,0,0,16,-3.3623699240739886e-07,-0.020000000000000004
Pz,0,0,16,-3.1381459567802947e-06,-0.020000000000000004
POz,0,0,16,-2.0971021159354445e-06,-0.020000000000000004
Oz,0,0,16,-4.752529806603003e-07,-0.020000000000000004
Iz,0,0,16,6.308462198794836e-07,-0.020000000000000004
O2,0,0,17,-8.272254957076284e-07,-0.015
PO4,0,0,17,-2.3710389623903377e-06,-0.015
P4,0,0,17,-3.4183885850848856e-06,-0.015
P6,0,0,17,-2.4500320019163226e-06,-0.015
P2,0,0,17,-3.5867797716000882e-06,-0.015
P1,0,0,17,-2.8076540945693594e-06,-0.015
P3,0,0,17,-1.891187793099396e-06,-0.015
P5,0,0,17,-2.8721837958380544e-07,-0.015
PO3,0,0,17,-1.5627539275911794e-06,-0.015
O1,0,0,17,-1.8821571474705677e-07,-0.015
Pz,0,0,17,-3.1840702946405587e-06,-0.015
POz,0,0,17,-2.141587656532878e-06,-0.015
Oz,0,0,17,-3.7837890079937327e-07,-0.015
Iz,0,0,17,6.945911393453905e-07,-0.015
O2,0,0,18,-9.844273705262485e-07,-0.010000000000000009
PO4,0,0,18,-2.323311280250305e-06,-0.010000000000000009
P4,0,0,18,-3.440284128826184e-06,-0.010000000000000009
P6,0,0,18,-2.4475471247216294e-06,-0.010000000000000009
P2,0,0,18,-3.547111884930956e-06,-0.010000000000000009
P1,0,0,18,-2.764916511255628e-06,-0.010000000000000009
P3,0,0,18,-1.9695099107425075e-06,-0.010000000000000009
P5,0,0,18,-3.9987517529068453e-07,-0.010000000000000009
PO3,0,0,18,-1.6207978562562934e-06,-0.010000000000000009
O1,0,0,18,-1.8369777567396936e-07,-0.010000000000000009
Pz,0,0,18,-3.214326321720016e-06,-0.010000000000000009
POz,0,0,18,-2.1528818994208617e-06,-0.010000000000000009
Oz,0,0,18,-6.010475566315637e-07,-0.010000000000000009
Iz,0,0,18,4.6589537382361953e-07,-0.010000000000000009
O2,0,0,19,-5.424107671025398e-07,-0.0050000000000000044
PO4,0,0,19,-2.0248696396350727e-06,-0.0050000000000000044
P4,0,0,19,-3.0444690586657387e-06,-0.0050000000000000044
P6,0,0,19,-2.126471682783117e-06,-0.0050000000000000044
P2,0,0,19,-3.2687924909295175e-06,-0.0050000000000000044
P1,0,0,19,-2.734392909394177e-06,-0.0050000000000000044
P3,0,0,19,-2.015906934061189e-06,-0.0050000000000000044
P5,0,0,19,-4.415696505179619e-07,-0.0050000000000000044
PO3,0,0,19,-1.6192440249751386e-06,-0.0050000000000000044
O1,0,0,19,-1.1520733044460279e-07,-0.0050000000000000044
Pz,0,0,19,-3.1147945442617276e-06,-0.0050000000000000044
POz,0,0,19,-1.9640679041904448e-06,-0.0050000000000000044
Oz,0,0,19,-2.531026636781264e-07,-0.0050000000000000044
Iz,0,0,19,9.880786224740624e-07,-0.0050000000000000044
O2,0,0,20,-7.12078361231876e-07,0.0
PO4,0,0,20,-1.8652485990510049e-06,0.0
P4,0,0,20,-2.7518728418401465e-06,0.0
P6,0,0,20,-1.8837909981444083e-06,0.0
P2,0,0,20,-2.9693745485120546e-06,0.0
P1,0,0,20,-2.706220954168116e-06,0.0
P3,0,0,20,-2.0256768570204382e-06,0.0
P5,0,0,20,-6.135529857892401e-07,0.0
PO3,0,0,20,-1.6816207647016747e-06,0.0
O1,0,0,20,-5.341310326282824e-07,0.0
Pz,0,0,20,-2.9302126213316556e-06,0.0
POz,0,0,20,-1.816248067549904e-06,0.0
Oz,0,0,20,-3.897628720949809e-07,0.0
Iz,0,0,20,6.695692878083612e-07,0.0
O2,0,0,21,-5.978615314332054e-07,0.0049999999999999906
PO4,0,0,21,-1.676869588062839e-06,0.0049999999999999906
P4,0,0,21,-2.419328086201965e-06,0.0049999999999999906
P6,0,0,21,-1.4521832270244266e-06,0.0049999999999999906
P2,0,0,21,-2.692023896030817e-06,0.0049999999999999906
P1,0,0,21,-2.8052650887067504e-06,0.0049999999999999906
P3,0,0,21,-2.114310716499051e-06,0.0049999999999999906
P5,0,0,21,-8.486253764639231e-07,0.0049999999999999906
PO3,0,0,21,-1.7126027105616756e-06,0.0049999999999999906
O1,0,0,21,-3.770471480562632e-07,0.0049999999999999906
Pz,0,0,21,-2.8913100096157556e-06,0.0049999999999999906
POz,0,0,21,-1.7524131822467321e-06,0.0049999999999999906
Oz,0,0,21,-3.623910182097887e-07,0.0049999999999999906
Iz,0,0,21,9.534957703076084e-07,0.0049999999999999906
O2,0,0,22,-2.972022723704789e-07,0.009999999999999995
PO4,0,0,22,-1.6003212551827915e-06,0.009999999999999995
P4,0,0,22,-2.2320422053884765e-06,0.009999999999999995
P6,0,0,22,-1.2746949445763923e-06,0.009999999999999995
P2,0,0,22,-2.6568426905616283e-06,0.009999999999999995
P1,0,0,22,-3.050444742533345e-06,0.009999999999999995
P3,0,0,22,-2.4107726821862287e-06,0.009999999999999995
P5,0,0,22,-1.140734646555406e-06,0.009999999999999995
PO3,0,0,22,-1.9168302047210756e-06,0.009999999999999995
O1,0,0,22,-5.859790119018308e-07,0.009999999999999995
Pz,0,0,22,-3.057506805157102e-06,0.009999999999999995
POz,0,0,22,-1.8235057500533735e-06,0.009999999999999995
Oz,0,0,22,-2.89655086193067e-07,0.009999999999999995
Iz,0,0,22,8.774582649575817e-07,0.009999999999999995
O2,0,0,23,-4.356028501132438e-07,0.015
PO4,0,0,23,-1.516761950473232e-06,0.015
P4,0,0,23,-1.908437092310901e-06,0.015
P6,0,0,23,-8.993967436109259e-07,0.015
P2,0,0,23,-2.4658592845068722e-06,0.015
P1,0,0,23,-2.9731090427671517e-06,0.015
P3,0,0,23,-2.3168483977730134e-06,0.015
P5,0,0,23,-9.798816402729882e-07,0.015
PO3,0,0,23,-1.7211470437508223e-06,0.015
O1,0,0,23,-4.0835508389250045e-07,0.015
Pz,0,0,23,-2.9327347111182514e-06,0.015
POz,0,0,23,-1.715289399987947e-06,0.015
Oz,0,0,23,-2.960109099906237e-07,0.015
Iz,0,0,23,1.026694668756023e-06,0.015
O2,0,0,24,-3.1893556210304613e-07,0.01999999999999999
PO4,0,0,24,-1.7166551737969828e-06,0.01999999999999999
P4,0,0,24,-2.2066998916054885e-06,0.01999999999999999
P6,0,0,24,-1.1650086788489864e-06,0.01999999999999999
P2,0,0,24,-2.690029852545783e-06,0.01999999999999999
P1,0,0,24,-3.149014446294016e-06,0.01999999999999999
P3,0,0,24,-2.371473668264994e-06,0.01999999999999999
P5,0,0,24,-7.68378500878487e-07,0.01999999999999999
PO3,0,0,24,-1.7374961753094873e-06,0.01999999999999999
O1,0,0,24,-5.407697892029127e-07,0.01999999999999999
Pz,0,0,24,-3.177462061809617e-06,0.01999999999999999
POz,0,0,24,-2.0047233471815947e-06,0.01999999999999999
Oz,0,0,24,-2.646780092803346e-07,0.01999999999999999
Iz,0,0,24,1.1303762173924122e-06,0.01999999999999999
O2,0,0,25,-2.3445249680428678e-07,0.024999999999999994
PO4,0,0,25,-1.6595926892139942e-06,0.024999999999999994
P4,0,0,25,-2.06616524676662e-06,0.024999999999999994
P6,0,0,25,-1.0897277472659411e-06,0.024999999999999994
P2,0,0,25,-2.787802203262045e-06,0.024999999999999994
P1,0,0,25,-2.949019802510276e-06,0.024999999999999994
P3,0,0,25,-2.238320066193661e-06,0.024999999999999994
P5,0,0,25,-7.569403428709847e-07,0.024999999999999994
PO3,0,0,25,-1.516917682804132e-06,0.024999999999999994
O1,0,0,25,-5.1478632934438756e-08,0.024999999999999994
Pz,0,0,25,-3.1710061377099897e-06,0.024999999999999994
POz,0,0,25,-1.817225484440274e-06,0.024999999999999994
Oz,0,0,25,4.524535523467037e-08,0.024999999999999994
Iz,0,0,25,1.3729646419507784e-06,0.024999999999999994
O2,0,0,26,-1.7020027374318582e-07,0.03
PO4,0,0,26,-1.4453664456482238e-06,0.03
P4,0,0,26,-2.107932839530344e-06,0.03
P6,0,0,26,-9.662178240992983e-07,0.03
P2,0,0,26,-2.7286917229267862e-06,0.03
P1,0,0,26,-2.9020214727242897e-06,0.03
P3,0,0,26,-2.165840435153061e-06,0.03
P5,0,0,26,-6.73755704633178e-07,0.03
PO3,0,0,26,-1.5651805738447678e-06,0.03
O1,0,0,26,-1.3700492618861412e-07,0.03
Pz,0,0,26,-3.0496580351637206e-06,0.03
POz,0,0,26,-1.726663644578368e-06,0.03
Oz,0,0,26,1.3172290899225485e-07,0.03
Iz,0,0,26,1.7012158380916487e-06,0.03
O2,0,0,27,-4.422936878084131e-08,0.035
PO4,0,0,27,-1.57636194596053e-06,0.035
P4,0,0,27,-2.301248014148953e-06,0.035
P6,0,0,27,-1.128968318676144e-06,0.035
P2,0,0,27,-2.8650447760543222e-06,0.035
P1,0,0,27,-2.8719326181401593e-06,0.035
P3,0,0,27,-2.2247965483089477e-06,0.035
P5,0,0,27,-8.557498847720816e-07,0.035
PO3,0,0,27,-1.653630011989643e-06,0.035
O1,0,0,27,-1.4170667569344094e-08,0.035
Pz,0,0,27,-3.0260031738122244e-06,0.035
POz,0,0,27,-1.8208983570187494e-06,0.035
Oz,0,0,27,8.579331795144905e-08,0.035
Iz,0,0,27,1.604647309689284e-06,0.035
O2,0,0,28,-1.573804753165789e-07,0.04000000000000001
PO4,0,0,28,-1.845391773921433e-06,0.04000000000000001
P4,0,0,28,-2.6800558564568772e-06,0.04000000000000001
P6,0,0,28,-1.4252843613117323e-06,0.04000000000000001
P2,0,0,28,-3.1361167214568183e-06,0.04000000000000001
P1,0,0,28,-3.159460923652393e-06,0.04000000000000001
P3,0,0,28,-2.4645442433146905e-06,0.04000000000000001
P5,0,0,28,-1.0772134243017303e-06,0.04000000000000001
PO3,0,0,28,-1.8896313305399956e-06,0.04000000000000001
O1,0,0,28,1.1613690080253125e-07,0.04000000000000001
Pz,0,0,28,-3.188736426402574e-06,0.04000000000000001
POz,0,0,28,-1.981027733503975e-06,0.04000000000000001
Oz,0,0,28,1.2088925127186542e-07,0.04000000000000001
Iz,0,0,28,1.7345848470409668e-06,0.04000000000000001
O2,0,0,29,-2.879356576050825e-07,0.044999999999999984
PO4,0,0,29,-2.0206706860269227e-06,0.044999999999999984
P4,0,0,29,-3.0459200075432215e-06,0.044999999999999984
P6,0,0,29,-1.7372263341940975e-06,0.044999999999999984
P2,0,0,29,-3.334691969653602e-06,0.044999999999999984
P1,0,0,29,-3.1909562635213715e-06,0.044999999999999984
P3,0,0,29,-2.3927301813431556e-06,0.044999999999999984
P5,0,0,29,-8.303573136152179e-07,0.044999999999999984
PO3,0,0,29,-1.7494225597390211e-06,0.044999999999999984
O1,0,0,29,-7.038559703868524e-08,0.044999999999999984
Pz,0,0,29,-3.3965857349786156e-06,0.044999999999999984
POz,0,0,29,-2.1489353617050805e-06,0.044999999999999984
Oz,0,0,29,-1.081750406225163e-07,0.044999999999999984
Iz,0,0,29,1.474316776546697e-06,0.044999999999999984
O2,0,0,30,-1.49898344309988e-07,0.04999999999999999
PO4,0,0,30,-1.8149709522651445e-06,0.04999999999999999
P4,0,0,30,-2.9521335880755582e-06,0.04999999999999999
P6,0,0,30,-1.4654367559435492e-06,0.04999999999999999
P2,0,0,30,-3.2895455722240946e-06,0.04999999999999999
P1,0,0,30,-2.998262092369736e-06,0.04999999999999999
P3,0,0,30,-2.1266669388488096e-06,0.04999999999999999
P5,0,0,30,-5.295202323911398e-07,0.04999999999999999
PO3,0,0,30,-1.4408447995538268e-06,0.04999999999999999
O1,0,0,30,5.795599758434653e-08,0.04999999999999999
Pz,0,0,30,-3.2643194947003417e-06,0.04999999999999999
POz,0,0,30,-1.9892185142298775e-06,0.04999999999999999
Oz,0,0,30,9.054177235060386e-08,0.04999999999999999
Iz,0,0,30,1.7233627994543963e-06,0.04999999999999999
O2,0,0,31,8.494867251750677e-08,0.05499999999999999
PO4,0,0,31,-1.818050490682767e-06,0.05499999999999999
P4,0,0,31,-2.9476684667089733e-06,0.05499999999999999
P6,0,0,31,-1.4981244449832067e-06,0.05499999999999999
P2,0,0,31,-3.147273276998615e-06,0.05499999999999999
P1,0,0,31,-2.6607563123982405e-06,0.05499999999999999
P3,0,0,31,-1.81513465861508e-06,0.05499999999999999
P5,0,0,31,-4.766010260251847e-07,0.05499999999999999
PO3,0,0,31,-1.4421646696361594e-06,0.05499999999999999
O1,0,0,31,2.576468478401024e-07,0.05499999999999999
Pz,0,0,31,-3.0714577259060224e-06,0.05499999999999999
POz,0,0,31,-1.949017137574798e-06,0.05499999999999999
Oz,0,0,31,4.0517753442983527e-07,0.05499999999999999
Iz,0,0,31,2.180081950122408e-06,0.05499999999999999
O2,0,0,32,1.8295903577354547e-08,0.06
PO4,0,0,32,-1.7384272986424667e-06,0.06
P4,0,0,32,-2.710929502844834e-06,0.06
P6,0,0,32,-1.3767442695198784e-06,0.06
P2,0,0,32,-3.048799294291983e-06,0.06
P1,0,0,32,-2.3821581480949838e-06,0.06
P3,0,0,32,-1.679274687401225e-06,0.06
P5,0,0,32,-3.2861123742230724e-07,0.06
PO3,0,0,32,-1.4138192664053996e-06,0.06
O1,0,0,32,-2.699473847225941e-07,0.06
Pz,0,0,32,-2.8615359973023603e-06,0.06
POz,0,0,32,-1.7356485642160956e-06,0.06
Oz,0,0,32,1.7129114445367578e-07,0.06
Iz,0,0,32,1.4856734420980697e-06,0.06
O2,0,0,33,-1.6185071275979996e-07,0.065
PO4,0,0,33,-1.422270694080045e-06,0.065
P4,0,0,33,-2.711821843778715e-06,0.065
P6,0,0,33,-1.5448714116578195e-06,0.065
P2,0,0,33,-2.805751394042276e-06,0.065
P1,0,0,33,-2.017662474807163e-06,0.065
P3,0,0,33,-1.2550470956653263e-06,0.065
P5,0,0,33,-1.4265668932585634e-07,0.065
PO3,0,0,33,-9.003426914388143e-07,0.065
O1,0,0,33,1.6234178407104393e-07,0.065
Pz,0,0,33,-2.541783799313896e-06,0.065
POz,0,0,33,-1.3060279751950662e-06,0.065
Oz,0,0,33,2.0407087495756796e-07,0.065
Iz,0,0,33,1.5891182897696255e-06,0.065
O2,0,0,34,-3.4208047027397457e-07,0.07
PO4,0,0,34,-1.4689347240434113e-06,0.07
P4,0,0,34,-2.713743675814834e-06,0.07
P6,0,0,34,-1.574555178839175e-06,0.07
